,name,sallary,duty,location,time
4368,南京奇炫欢享网络技术有限公司,0.8-1.5万/月,PHP高级开发工程师,南京-建邺区,02-05
4369,金站投资咨询（深圳）有限公司,0.7-1.1万/月,PHP开发工程师,深圳-福田区,02-05
4370,北京钱得乐科技有限公司,2.5-3.5万/月,PHP高级开发工程师,北京-朝阳区,02-05
4371,哈尔滨宏达国际汽车城有限公司,4.5-6千/月,PHP开发工程师,哈尔滨-道里区,02-05
4372,杭州艾朴软件有限公司,0.8-1万/月,php开发工程师,杭州-西湖区,02-05
4373,深圳市元征科技股份有限公司,0.8-1.2万/月,PHP开发工程师,深圳-龙岗区,02-05
4374,北京铁建互联科技有限公司,1-1.3万/月,PHP开发工程师,北京-石景山区,02-05
4375,江苏新合作常客隆连锁超市有限公司,0.5-1万/月,PHP开发工程师,常熟,02-05
4376,卷皮网,1-2万/月,PHP开发工程师(武汉）,异地招聘,02-05
4377,深圳柚子街科技有限公司,3-5千/月,PHP实习生,深圳-南山区,02-05
4378,深圳安安出行科技有限公司,1.5-2万/月,PHP高级开发工程师,异地招聘,02-05
4379,睿云（上海）企业管理咨询有限公司,2-2.5万/月,PHP资深后台研发工程师,上海-浦东新区,02-05
4380,武汉市冰盒网络科技有限公司,6-8千/月,php开发工程师,武汉-洪山区,02-05
4381,毅合捷集团(中国)有限公司,0.9-1.5万/月,信息部 PHP网站开发工程师,上海-闵行区,02-04
4382,青岛罗博数码科技有限公司,1-2万/月,PHP后端开发工程师,青岛-崂山区,02-04
4383,杭州商圈网络技术有限公司,1-1.5万/月,PHP高级开发工程师,杭州-西湖区,02-04
4384,广州易海创腾信息科技有限公司,1-1.5万/月,PHP开发工程师（ Wordpress 开发）,广州-花都区,02-04
4385,深圳市卓帆科技有限公司,0.8-1.8万/月,PHP开发工程师,深圳-南山区,02-05
4386,广东亚齐信息技术股份有限公司,0.8-1万/月,PHP工程师,深圳,02-05
4387,武汉绿植部落科技有限责任公司,0.5-1万/月,php开发工程师,武汉-武昌区,02-05
4388,东莞市芝麻地网络科技有限公司,0.7-1.5万/月,高级PHP开发工程师,东莞-松山湖区,02-05
4389,厦门杰赢网络科技有限公司,4-5千/月,PHP（Drupal）程序员,厦门,02-05
4390,广东宏景科技股份有限公司,0.8-1.5万/月,PHP软件工程师,广州,02-04
4391,深圳市智影医疗科技有限公司,0.7-1万/月,php工程师,深圳,02-04
4392,文德互动（北京）信息科技有限公司,1-1.5万/月,PHP高级工程师,北京-海淀区,02-04
4393,上海棕桦信息科技有限公司,1-2万/月,PHP高级开发工程师,上海-浦东新区,02-05
4394,上海万花筒教育科技有限公司,1-1.5万/月,PHP开发工程师(嘉善）,异地招聘,02-05
4395,食在保,8-12万/年,PHP开发运维工程师,杭州-上城区,02-04
4396,东莞市邦胜商务服务有限公司,0.5-1万/月,PHP软件工程师,佛山,02-04
4397,深圳比特时代技术服务有限公司,0.9-1.5万/月,PHP中级开发工程师,深圳-南山区,02-04
4398,重庆国祥文化传播有限公司,0.8-1.2万/月,PHP开发,重庆-渝北区,02-04
4399,深圳市赛维网络科技有限公司,1-1.5万/月,PHP开发工程师/PHP开发组长（高薪诚聘）,深圳-龙岗区,02-05
4400,上海峰途网络科技有限公司,1.2-2万/月,PHP开发工程师,上海,02-05
4401,广州奇迹营销管理有限公司,1-1.5万/月,PHP高级开发工程师,广州-天河区,02-04
4402,浙江星星优品网络科技有限公司,4-4.5千/月,PHP开发工程师,台州,02-04
4403,广州市恒茂达信息科技有限公司,6-9千/月,PHP开发工程师,广州-番禺区,02-04
4404,泰华集团,0.8-1万/月,PHP开发工程师,异地招聘,02-05
4405,广州火了网络科技有限公司,0.8-1万/月,PHP开发工程师,广州-天河区,02-05
4406,上海锦奇医药科技有限公司,1-1.5万/月,PHP 开发工程师,上海-闵行区,02-05
4407,上海游戏多网络科技股份有限公司,2-2.5万/月,高级PHP工程师,上海,02-05
4408,深圳市前海图灵互联网金融服务有限...,0.8-1.2万/月,php工程师,深圳-福田区,02-04
4409,深圳市泽宇智能工业科技有限公司,1-1.5万/月,PHP高级开发工程师,深圳-光明新区,02-04
4410,武汉鸿侨中联投资咨询有限公司,0.6-1.2万/月,PHP程序员（双休+五险一金）,武汉,02-04
4411,上海毅进教育信息咨询有限公司常州...,5-8千/月,PHP工程师,常州,02-05
4412,东莞市卡卡电子科技有限公司深圳分...,0.7-1.1万/月,PHP开发工程师,深圳-龙华新区,02-05
4413,郑州悉知信息科技股份有限公司,4-6千/月,助理PHP开发工程师（2018届应届生）,郑州-高新区,02-05
4414,成都阿商信息技术有限公司,1.2-1.5万/月,高级PHP程序员,成都-高新区,02-05
4415,深圳市多迪信息科技有限公司,0.6-1.5万/月,PHP开发工程师,深圳-南山区,02-05
4416,广东沃德投资控股集团有限公司,0.8-1.5万/月,php开发工程师(后端),广州-番禺区,02-04
4417,湛江市银沙科技有限公司,3-4.5千/月,PHP开发工程师,湛江,02-04
4418,易城中国网络营销服务机构,4-7千/月,PHP/ASP程序员,武汉,02-04
4419,山东重友汽车科技有限公司,4-8千/月,PHP开发工程师,济南,02-04
4420,易新博恩信息技术（大连）有限公司,4-6千/月,PHP软件开发工程师（可接受实习生）,大连,02-03
4421,广东天亿马信息产业股份有限公司,0.6-1万/月,PHP开发工程师,深圳-龙华新区,02-05
4422,湖南艾尼科技有限公司,0.8-1.5万/月,PHP开发工程师,长沙-岳麓区,02-05
4423,JD京东商城,1.2-2.4万/月,PHP开发工程师,深圳-宝安区,02-05
4424,深圳市沃尔弗斯珠宝实业股份有限公司,0.8-1万/月,PHP开发工程师,深圳-罗湖区,02-05
4425,深圳市跃迈科技有限公司,1-1.5万/月,PHP开发工程师,深圳-南山区,02-05
4426,广东师承确有专长医学研究院,6-8千/月,PHP开发工程师,广州-白云区,02-04
4427,中驰保险代理（北京）有限公司广东...,0.8-1万/月,PHP开发工程师,东莞,02-04
4428,竞技世界（北京）网络技术有限公司,2-2.5万/月,高级PHP开发工程师(001395),北京,02-04
4429,苏州德睦信息科技有限公司,3-4.5千/月,PHP开发工程师,苏州-相城区,02-04
4430,佛山市新麦网络科技有限公司,4.5-6千/月,PHP程序员,佛山,02-03
4431,安徽省刀锋网络科技有限公司,0.8-1.3万/月,PHP高级开发工程师,郑州,02-03
4432,浙江花集网科技股份有限公司,1.5-2万/月,PHP高级开发工程师,杭州-江干区,02-03
4433,广州市淘淘乐品牌管理有限公司,1.5-2万/月,后端PHP高级程序员,广州-白云区,02-03
4434,联合一百网络营销有限公司,2.5-4万/月,PHP高级开发工程师,杭州-西湖区,02-05
4435,广州吻途国际旅行社股份有限公司,0.6-1万/月,PHP开发工程师,广州-番禺区,02-05
4436,北京军地联合信息技术研究发展中心...,3-4.5千/月,PHP开发工程师,西安,02-05
4437,武汉宁美玩家科技有限公司,0.6-1.2万/月,PHP开发工程师,武汉-东湖新技...,02-05
4438,大昌汽车俱乐部有限公司,6-8千/月,应 用 端 开 发 （php）,金华,02-03
4439,沈阳智印立达印刷技术有限公司,6-8千/月,PHP开发工程师,沈阳-大东区,02-04
4440,洛阳朝霞文化股份有限公司,3-6千/月,PHP后端开发程序员,洛阳,02-04
4441,重庆友捷科技有限公司,0.8-1.2万/月,Php开发高级工程师,重庆,02-04
4442,前海本地农（深圳）科技实业有限公司,0.7-1.1万/月,PHP程序员,深圳-宝安区,02-04
4443,深圳市中鹏教育科技股份有限公司,0.8-1.6万/月,PHP程序员/PHP工程师（后台技术研发）,深圳-龙华新区,02-04
4444,广州市亮和瑜信息科技有限公司,4.5-6千/月,PHP网站开发,广州-增城,02-02
4445,佛山市准度科技有限公司,5-7千/月,PHP开发工程师,佛山,02-03
4446,安徽凌讯网络有限公司,6-8千/月,PHP高级开发工程师  单双休  不加班,合肥-包河区,02-03
4447,郑州友泰健康科技股份有限公司,4.5-7千/月,PHP开发工程师(ECSHOP二次开发),郑州,02-03
4448,武汉大映网络智能科技有限公司,0.8-1.5万/月,高级php开发工程师,武汉-洪山区,02-03
4449,武汉麦酷科技有限公司,0.6-1万/月,PHP后端工程师,武汉-汉阳区,02-03
4450,湖南卡猫信息科技有限公司,3-5千/月,PHP开发工程师,常德,02-03
4451,郑州睿诚金审软件科技股份有限公司,4-8千/月,PHP开发工程师,郑州,02-03
4452,深圳市盛凯元科技有限公司,0.7-1.5万/月,PHP高级工程师,深圳,02-03
4453,深圳市随手科技有限公司,1.5-3万/月,高级PHP开发工程师,深圳-南山区,02-05
4454,重庆星宸整形美容医院有限公司,3-5千/月,php程序员,重庆-南岸区,02-05
4455,杭州计算机学校,3.5-6.5千/月,网站前端　WEB后台开发　PHP开发　JAVA开发,杭州-西湖区,02-05
4456,同曦集团有限公司,0.6-1万/月,PHP开发工程师,南京,02-05
4457,广东中科检测技术股份有限公司,1-2万/月,PHP高级开发工程师,深圳,02-05
4458,广州市十牛信息科技有限公司,1-2万/月,PHP工程师,广州-番禺区,02-05
4459,广东用心网络科技有限公司,0.6-1万/月,PHP开发工程师,佛山-顺德区,02-05
4460,成都国瑗鞋业有限公司,3-6千/月,PHP程序员-跨境电商类,成都-双流区,02-03
4461,浙江圣云通网络科技有限公司,0.6-1万/月,PHP开发工程师,杭州,02-03
4462,深圳市维京城信息技术有限公司,5-8千/月,PHP工程师,深圳-龙岗区,02-03
4463,博看网,0.9-1.5万/月,高级PHP工程师,武汉,02-03
4464,武汉鼎森电子科技有限公司,1-1.5万/月,PHP开发工程师,武汉,02-03
4465,沈阳信商科技有限公司,4.5-6千/月,PHP开发工程师,沈阳-沈河区,02-03
4466,广州登客网互联网科技有限公司,0.6-1.2万/月,诚招 10k+ PHP培训讲师,重庆-九龙坡区,02-03
4467,大连特攻科技有限公司,3-4.5千/月,PHP助理程序员/实习生/IT、计算机,大连-中山区,02-03
4468,西安澳鹏网络科技有限公司,1-1.5万/月,PHP开发工程师,西安,02-03
4469,湖南深黑科技有限公司,6-8千/月,PHP开发工程师,长沙-岳麓区,02-04
4470,大连开采夫信息技术有限公司,5-8千/月,PHP软件工程师,大连,02-04
4471,长春今非昔比网络科技有限公司,3-8千/月,成手php开发工程师,长春-南关区,02-04
4472,浙江百先得服饰有限公司,4-8千/月,PYTHON/PHP程序员,温州,02-04
4473,湖北奥游信息科技有限公司,0.8-1.5万/月,网站PHP （杭州）,异地招聘,02-04
4474,上海微能创客空间管理有限公司,0.8-1万/月,PHP开发工程师,上海-浦东新区,02-04
4475,上海项山投资集团有限公司,0.8-1.5万/月,PHP开发工程师 松江区,上海-松江区,02-04
4476,中艺华融（北京）电子商务有限公司,6-8千/月,PHP开发工程师,北京-朝阳区,02-04
4477,广东师徒部落网络科技有限公司,0.8-1.5万/月,PHP开发工程师（APP方向）,广州-海珠区,02-02
4478,广东医嘉医疗科技有限公司,5-8千/月,PHP程序员,广州-海珠区,02-02
4479,贵州百腾纬创信息科技有限公司,3-4.5千/月,PHP开发工程师,贵阳,02-02
4480,深圳映美卡莫网络有限公司,1.2-2万/月,PHP开发工程师,深圳-南山区,02-02
4481,珠海市达内软件有限公司,4.5-6千/月,PHP程序员,珠海,02-02
4482,比亚迪精密制造有限公司,1.2-3.5万/月,PHP开发工程师,深圳-龙岗区,02-02
4483,成都雨路教育咨询有限公司,6-8千/月,PHP程序员,重庆-江北区,02-02
4484,南京恩康网络技术有限公司,0.8-1万/月,高薪急聘PHP程序员+包食宿+8000,南京-雨花台区,02-03
4485,尚标知识产权集团,1.5-1.8万/月,PHP开发工程师,上海-浦东新区,02-03
4486,成都久久淘电子商务有限公司,0.6-1万/月,诚招PHP程序员、PHP开发工程师、php软件开发程序员,成都-龙泉驿区,02-03
4487,深圳市奇迅新游科技股份有限公司,0.8-1.5万/月,PHP开发工程师,深圳,02-03
4488,湖南亿星汇智科技发展有限公司,6-8千/月,PHP开发工程师,长沙-开福区,02-03
4489,深圳市启信易付科技有限公司,0.7-1.5万/月,PHP开发工程师,深圳-宝安区,02-03
4490,武汉指尖优品电子商务有限公司,0.8-1.2万/月,PHP高级开发工程师,武汉-洪山区,02-03
4491,青岛龙果科技技术有限公司,4-6千/月,高薪招聘PHP开发,济南,02-03
4492,湖南华腾制药有限公司,4.5-6千/月,PHP开发工程师,长沙,02-03
4493,广州市创凡网络科技有限公司,3-5千/月,诚聘网站PHP开发,广州,02-05
4494,上海优雅广告有限公司,1.5-2.5万/月,PHP开发经理,上海-闵行区,02-05
4495,江苏艾康生物医药研发有限公司,0.8-1.2万/月,PHP开发工程师,南京-浦口区,02-05
4496,南京安通杰科技实业有限公司,0.8-1万/月,PHP开发工程师,南京-玄武区,02-05
4497,广州嘉航通信科技有限公司,6-8千/月,PHP开发工程师,广州-海珠区,02-05
4498,苏州雷震网络科技股份有限公司,0.5-1万/月,PHP工程师,苏州,02-03
4499,武汉鸣鸾企业管理咨询有限公司,6-9千/月,PHP开发工程师,武汉-洪山区,02-03
4500,西安联合创想电子商务有限公司,0.8-1.5万/月,PHP高级开发工程师,西安-碑林区,02-03
4501,上海娇互信息科技有限公司,0.8-1万/月,PHP开发工程师,上海-青浦区,02-03
4502,无锡木友科技有限公司,6-8千/月,PHP开发主管,无锡,02-03
4503,广西爱上影影视文化发展有限公司,0.7-2万/月,PHP开发工程师,南宁,02-04
4504,上海楷泰信息科技有限公司,1-1.5万/月,PHP工程师,上海-普陀区,02-04
4505,安徽首购电子商务有限公司,1.5-2万/月,PHP开发软件工程师,合肥-新站区,02-04
4506,广州恒沙数字科技有限公司,4-8千/月,php工程师,广州,02-03
4507,深圳市金世鹏诚文化传播有限公司,1-1.5万/月,PHP中级开发工程师,深圳-福田区,02-02
4508,上海原数民数字科技有限公司,1.5-2万/月,PHP后端工程师,上海-徐汇区,02-02
4509,武汉龙才企业管理咨询有限公司,3-5千/月,PHP/Java/测试（应届生/武汉）,武汉-江夏区,02-02
4510,常熟市凤禧服饰有限责任公司,1-1.5万/月,PHP产品经理,常熟,02-03
4511,天津食健科技发展有限公司,0.8-1.5万/月,PHP开发工程师,天津-河西区,02-03
4512,深圳市互联在线云计算股份有限公司,1-1.5万/月,PHP工程师,深圳-龙华新区,02-03
4513,广州登客网互联网科技有限公司,1-1.5万/月,PHP高级开发工程师/讲师,重庆-九龙坡区,02-03
4514,绵阳融科教育信息咨询有限公司,4.5-6千/月,PHP网站开发实训岗4千起,绵阳,02-03
4515,广州市里外文化传媒有限公司,6-8千/月,PHP程序员,广州-天河区,02-03
4516,苏州迪赛网络科技有限公司,6-8千/月,PHP开发工程师,苏州,02-03
4517,广东尚凝控股集团有限公司,4.5-6千/月,php后端开发,广州-花都区,02-05
4518,上海曼恒数字技术股份有限公司,1.5-1.8万/月,PHP开发工程师,上海,02-05
4519,南昌传爱网络科技有限公司,3-5千/月,asp/php程序员/运营管理,南昌-东湖区,02-05
4520,北京君和益健康科技有限公司,1-1.5万/月,PHP开发工程师,北京,02-05
4521,湖南紫微科技有限公司,3-6千/月,php软件工程师/php开发工程师,长沙,02-05
4522,广东南海鹏博资讯有限公司,4-8千/月,php开发工程师,佛山,02-05
4523,上海直真视通科技有限公司,0.5-1万/月,PHP开发工程师,西安-碑林区,02-03
4524,深圳科极达盛投资有限公司,1-1.5万/月,PHP程序员,深圳-南山区,02-03
4525,广州人马网络科技有限公司,6-9千/月,PHP高级开发工程师,广州-天河区,02-03
4526,福建心想事成科技集团,0.8-1万/月,php工程师,福州,02-03
4527,成都时代博越科技有限公司,0.7-1.5万/月,周末双休PHP开发工程师,成都-高新区,02-03
4528,广州创思信息技术有限公司,1.5-2.5万/月,PHP开发工程师(主管),广州-天河区,02-03
4529,江苏睡饱吃好网络科技有限公司,0.8-1.5万/月,PHP开发工程师,异地招聘,02-03
4530,广州华杰贸易有限公司,5-6千/月,php技术员,广州-荔湾区,02-03
4531,深圳市捷视飞通科技股份有限公司,1-1.5万/月,PHP开发工程师,深圳-南山区,02-02
4532,深圳华之业技术有限公司,0.8-1.4万/月,PHP开发工程师,深圳-南山区,02-02
4533,致家装饰全国运营中心,4-6千/月,PHP程序员,广州-天河区,02-02
