,name,sallary,duty,location,time
14324,诺亚易捷金融科技有限公司,1.5-2万/月,财富派高级PHP研发工程师,上海-杨浦区,02-08
14325,广州市博立信息科技有限公司,0.6-1.5万/月,PHP开发工程师（急聘，双休）,广州-天河区,02-08
14326,广州市博立信息科技有限公司,0.6-1万/月,PHP开发工程师（急聘，双休，岗顶上班）,广州-天河区,02-08
14327,广州市博立信息科技有限公司,0.5-1万/月,PHP开发工程师,广州-天河区,02-08
14328,丹阳阿里电子商务有限公司,0.8-3万/月,PHP开发工程师熟悉商派框架,上海-徐汇区,02-08
14329,苏州纯色海菊网络科技有限公司,1-2万/月,PHP高级开发工程师,苏州-吴中区,02-08
14330,深圳昊汉科技有限公司,0.7-1.2万/月,PHP开发工程师（广州、汕头可选）,广州,02-08
14331,深圳市网心科技有限公司,1.5-3万/月,PHP高级开发工程师,深圳-南山区,02-08
14332,广州微粤信息科技有限公司,5-8千/月,PHP工程师,广州-天河区,02-08
14333,成都优码源创科技有限公司,4.5-6千/月,PHP开发实习生,成都,02-08
14334,上海九霄祥云网络科技股份有限公司,5-8.5千/月,PHP工程师,上海-杨浦区,02-08
14335,江苏艾克斯信息科技有限公司,0.5-1万/月,PHP开发工程师,南京-雨花台区,02-08
14336,深圳才易宝技术有限公司,1.5-2万/月,PHP高级开发工程师,深圳-南山区,02-08
14337,深圳才易宝技术有限公司,1-1.5万/月,php开发,深圳-南山区,02-08
14338,深圳市小葱互联网金融服务有限公司,1.5-2万/月,php程序员,深圳-罗湖区,02-08
14339,深圳才易宝技术有限公司,1.5-2万/月,PHP工程师（懂yii框架）,深圳-南山区,02-08
14340,深圳才易宝技术有限公司,1.5-2万/月,php支付接口开发工程师,深圳-南山区,02-08
14341,北京宜选科技股份公司,1-1.5万/月,php开发工程师,长沙,02-08
14342,众卓云科技有限公司（上海）,4.5-6千/月,诚聘程序员Java/PHP/软件测试（不限经验+双休）,上海,02-08
14343,广州帝释天软件有限公司,2-3万/月,PHP游戏后台开发工程师,广州-天河区,02-08
14344,广州市博立信息科技有限公司,0.5-1万/月,PHP工程师,广州-天河区,02-08
14345,广州市博立信息科技有限公司,0.5-1万/月,PHP开发工程师,广州-天河区,02-08
14346,广州市博立信息科技有限公司,5-8千/月,PHP后台工程师,广州-天河区,02-08
14347,上海惠岚网络科技股份有限公司,0.8-1万/月,PHP开发工程师,上海-黄浦区,02-08
14348,上海惠岚网络科技股份有限公司,1-1.5万/月,PHP高级开发工程师/架构师,上海-黄浦区,02-08
14349,上海惠岚网络科技股份有限公司,10-15万/年,PHP开发工程师,上海-黄浦区,02-08
14350,艾珂威尔信息技术服务（大连）有限...,4-6千/月,.Net/PHP/C#软件工程师（PG）,大连-沙河口区,02-08
14351,广州市南菱君达汽车有限公司,0.6-1万/月,PHP开发工程师（集团总部 有饭堂班车）,广州-白云区,02-08
14352,广州聆科网络技术有限公司,0.5-1万/月,PHP工程师/PHP技术人员/PHP技术经理,广州,02-08
14353,丰远集团有限公司,0.6-1万/月,PHP工程师,异地招聘,02-08
14354,祝墉（上海）网络科技有限公司,1-1.5万/月,PHP开发工程师,上海-静安区,02-08
14355,四川无界生活网络科技有限公司,0.8-1.3万/月,PHP开发工程师,成都-高新区,02-08
14356,深圳依时货拉拉科技有限公司,1.5-2.4万/月,PHP工程师,深圳,02-08
14357,北京大地阳光酒店投资管理有限公司,1.5-3万/月,PHP高级开发工程师,北京-朝阳区,02-08
14358,深圳才易宝技术有限公司,1.5-2万/月,ERP工程师/PHP开发,深圳-南山区,02-08
14359,深圳才易宝技术有限公司,1.5-2万/月,PHP技术主管,深圳-南山区,02-08
14360,深圳才易宝技术有限公司,1.5-2万/月,高级后台（php）开发工程师,深圳-南山区,02-08
14361,零点空间科技（北京）有限公司,1-1.5万/月,php工程师,北京-朝阳区,02-08
14362,鸟哥笔记(上海青墨网络科技有限公...,1.5-3万/月,PHP高级开发工程师,上海-静安区,02-08
14363,鸟哥笔记(上海青墨网络科技有限公...,1.5-2万/月,PHP开发工程师,上海-静安区,02-08
14364,鸟哥笔记(上海青墨网络科技有限公...,1-2万/月,PHP开发工程师,上海-静安区,02-08
14365,广州聆科网络技术有限公司,6-8千/月,PHP工程师,广州-天河区,02-08
14366,广州升威信息科技有限公司,0.7-1万/月,PHP中级开发工程师,广州,02-08
14367,广州升威信息科技有限公司,0.8-1.2万/月,PHP开发工程师（yii框架）,广州,02-08
14368,杭州千指鹤网络科技有限公司,0.8-1.5万/月,PHP后端开发工程师,杭州-西湖区,02-08
14369,微医集团,1-2万/月,PHP开发工程师（华北）,北京-朝阳区,02-08
14370,青岛山海源经济技术合作集团有限公司,5-7千/月,PHP讲师,青岛-李沧区,02-08
14371,淘车网络科技有限公司,4.5-6千/月,（华为项目）Android/PHP/java开发实习生,上海-徐汇区,02-08
14372,广州西洋汇信息技术有限公司,1-2万/月,PHP中级开发工程师,广州-海珠区,02-08
14373,广州西洋汇信息技术有限公司,0.8-1万/月,PHP开发工程师(初级）,广州-海珠区,02-08
14374,广州西洋汇信息技术有限公司,1-2万/月,PHP开发工程师,广州-海珠区,02-08
14375,好家（厦门）网络科技有限公司,4-7千/月,PHP程序员,厦门,02-08
14376,安徽沃富民生科技有限公司,6-8千/月,php软件开发工程师,合肥,02-08
14377,同方鼎欣科技股份有限公司,6-9千/月,PHP开发工程师,大连-沙河口区,02-08
14378,宁波拔萃网络科技有限公司,4-4.5千/月,"PHP Java C/C++ .NET 程序员 (双休+10天年假, 毕业生)",宁波,02-08
14379,宁波拔萃网络科技有限公司,5-6千/月,PHP Java C/C++ .NET 程序员 (双休+10天年假),宁波,02-08
14380,广东宝家康药业有限公司,4.5-6千/月,PHP程序员,广州,02-08
14381,天津创益微来科技有限公司,4.5-6千/月,PHP开发工程师/实习生,天津-和平区,02-08
14382,天津创益微来科技有限公司,4.5-6千/月,PHP开发工程师/实习生,天津-和平区,02-08
14383,天津创益微来科技有限公司,4.5-6千/月,PHP开发工程师/实习生,天津-和平区,02-08
14384,天津创益微来科技有限公司,4.5-6千/月,PHP开发工程师/实习生,天津-和平区,02-08
14385,广州市创翼维网络科技有限公司,5-8千/月,PHP软件工程师,广州-天河区,02-08
14386,仁和会计教育集团,0.8-1.4万/月,PHP开发工程师,武汉-洪山区,02-08
14387,大连华信计算机技术股份有限公司,0.4-1万/月,PHP软件工程师,大连,02-08
14388,大连华信计算机技术股份有限公司,6-8千/月,PHP开发工程师,天津,02-08
14389,无锡市鼎盛房地产置业有限公司新梁...,5-7千/月,PHP网站开发维护程序员/微信开发,无锡-梁溪区,02-08
14390,无锡市鼎盛房地产置业有限公司,5-7千/月,PHP网站开发维护程序员/微信开发,无锡,02-08
14391,南京东软睿道信息技术有限公司,3-4.5千/月,PHP网站开发助理工程+福利好,南京-雨花台区,02-08
14392,南京东软睿道信息技术有限公司,4.5-6千/月,东软-直聘 PHP 开发工程师,南京-雨花台区,02-08
14393,深圳市灵珞车品有限公司,1.5-2万/月,PHP高级开发工程师,深圳-南山区,02-08
14394,无锡市鼎盛房地产置业有限公司,6-8千/月,软件开发PHP程序员,无锡,02-08
14395,江苏微盛网络科技有限公司,4.5-6千/月,PHP开发工程师/软件工程师,异地招聘,02-08
14396,江苏微盛网络科技有限公司,4.5-6千/月,PHP开发工程师/软件工程师,无锡,02-08
14397,江苏微盛网络科技有限公司,0.8-2万/月,PHP高级开发工程师/软件开发工程师（急聘）,无锡,02-08
14398,黑马财金（北京）科技有限公司,5-7千/月,PHP初级开发工程师,济南,02-08
14399,无锡市鼎盛房地产置业有限公司,4.5-6千/月,PHP网站开发维护程序员/微信开发,无锡,02-08
14400,深圳市第一企业管理咨询有限公司,4-5万/月,技术总监（PHP方向，菲律宾或马来西亚）,异地招聘,02-08
14401,深圳市第一企业管理咨询有限公司,4-5万/月,技术总监（PHP方向，菲律宾或马来西亚）,深圳,02-08
14402,深圳市第一企业管理咨询有限公司,4-5万/月,技术总监（PHP方向，菲律宾或马来西亚）,异地招聘,02-08
14403,深圳市第一企业管理咨询有限公司,4-5万/月,技术总监（PHP方向，菲律宾或马来西亚）,异地招聘,02-08
14404,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,异地招聘,02-08
14405,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,异地招聘,02-08
14406,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,异地招聘,02-08
14407,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,深圳,02-08
14408,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,异地招聘,02-08
14409,深圳市第一企业管理咨询有限公司,2.5-3万/月,PHP工程师（菲律宾、马来西亚、泰国）,异地招聘,02-08
14410,深圳市第一企业管理咨询有限公司,2-2.5万/月,PHP工程师（马来西亚、菲律宾、泰国）,异地招聘,02-08
14411,深圳市第一企业管理咨询有限公司,2-2.5万/月,PHP工程师（马来西亚、菲律宾、泰国）,异地招聘,02-08
14412,深圳市第一企业管理咨询有限公司,2-2.5万/月,PHP工程师（马来西亚、菲律宾、泰国）,异地招聘,02-08
14413,深圳市第一企业管理咨询有限公司,1.5-2万/月,PHP开发工程师（菲律宾或马来西亚）,深圳,02-08
14414,浙江网盛生意宝股份有限公司,0.8-1万/月,PHP工程师,沈阳,02-08
14415,上海弘目智能科技有限公司,1-1.5万/月,php开发工程师（大数据）,上海,02-07
14416,卓研云软件科技（上海）,4.5-6千/月,行政/文职+转行IT助理（java/安卓/web/PHP)+5k起,上海,02-07
14417,卓研云软件科技（上海）,3-4.5千/月,（专业不限，接受理工科转行）c ++、PHP、web、Java,上海,02-07
14418,卓研云软件科技（上海）,4.5-6千/月,行政/文职+转行IT助理（java/安卓/web/PHP),上海,02-07
14419,上海大神电竞文化有限公司,1.5-2万/月,PHP工程师,上海,02-07
14420,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员,合肥,02-07
14421,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14422,云客易在线科技有限公司（上海）,4.5-6千/月,诚聘程序员PHP NET开发,上海,02-07
14423,广州淘研所电子商务有限公司,6-8千/月,PHP开发工程师,异地招聘,02-07
14424,深圳市喂车科技有限公司,1.3-1.8万/月,PHP开发工程师,深圳-南山区,02-07
14425,深圳市喂车科技有限公司,1.8-2.5万/月,高级PHP开发工程师,深圳-南山区,02-07
14426,迪动（中国）网络科技有限公司,6-8千/月,PHP开发工程师（前端）,上海-闵行区,02-07
14427,佛山市圣凡尔赛陶瓷有限公司,0.8-1.5万/月,全栈软件工程师PHP,佛山,02-07
14428,上海锐赢信息技术有限公司,1-1.5万/月,PHP开发工程师,上海-浦东新区,02-07
14429,我查查信息技术（上海）有限公司,1.5-2.5万/月,高级PHP开发工程师,上海-浦东新区,02-07
14430,南京东软睿道信息技术有限公司,4.5-6千/月,php初级程序员（可实习）+双休,南京-雨花台区,02-07
14431,深圳乐来科技有限公司,1.5-2万/月,PHP开发工程师,深圳-南山区,02-07
14432,大连众卓云科技服务有限公司,3-4.5千/月,初级软件开发（PHP开发）+五险一金,大连-沙河口区,02-07
14433,大连焱展信息技术有限公司,3-4.5千/月,PHP实习生,大连-沙河口区,02-07
14434,大连聚佳信息技术有限公司,3-4.5千/月,PHP开发工程师,大连-中山区,02-07
14435,大连聚佳信息技术有限公司,3-4.5千/月,初级软件开发（PHP开发）+五险一金,大连-高新园区,02-07
14436,大连聚佳信息技术有限公司,3-4.5千/月,微软大中华地区-Java、PHP、C++（有IT基础优先）,大连-中山区,02-07
14437,江苏普非信息科技有限公司,3-4.5千/月,PHP开发实习生,南京-浦口区,02-07
14438,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14439,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14440,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14441,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,长沙,02-07
14442,北京兰亭门文化传播有限公司,4.5-6千/月,PHP开发助理（接受应届生）,南昌,02-07
14443,精中教育,1.5-2万/月,PHP开发工程师,杭州,02-07
14444,肇庆市云创网络科技有限公司,4.5-6千/月,PHP开发工程师,异地招聘,02-07
14445,肇庆市云创网络科技有限公司,4.5-6千/月,PHP开发工程师,异地招聘,02-07
14446,肇庆市云创网络科技有限公司,4.5-6千/月,PHP开发工程师,肇庆,02-07
14447,上海云行网络科技有限公司,6-8千/月,软件工程JAVA，PHP（***老师）,上海-杨浦区,02-07
14448,广州市小弹壳网络科技有限公司,0.6-1万/月,PHP开发工程师,广州-天河区,02-07
14449,上海第九城市教育科技股份有限公司,0.6-1.2万/月,PHP讲师,武汉-洪山区,02-07
14450,青岛杰普林思网络科技有限公司,3-5千/月,应届PHP开发师助理,青岛-市北区,02-07
14451,青岛杰普林思网络科技有限公司,3-5千/月,高薪PHP助理季度旅游,青岛,02-07
14452,青岛杰普林思网络科技有限公司,3-5千/月,初级PHP技术助理+房补,青岛,02-07
14453,成都期汇乐信息技术有限公司,3-5千/月,PHP编程开发助理,成都-成华区,02-07
14454,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,武汉,02-07
14455,合肥迈田网络科技有限公司,3-4.5千/月,PHP开发工程师,合肥-政务区,02-07
14456,合肥迈田网络科技有限公司,3-4.5千/月,PHP开发工程师,合肥-政务区,02-07
14457,诺奥文化,6-8千/月,php程序员（双休+提成）,南昌,02-07
14458,广州家居热线网络科技有限公司,1-1.5万/月,PHP高级工程师（周末双休五险一金不加班）,广州,02-07
14459,肇庆市云创网络科技有限公司,4.5-6千/月,PHP开发工程师,异地招聘,02-07
14460,肇庆市云创网络科技有限公司,4.5-6千/月,PHP开发工程师,异地招聘,02-07
14461,北京兰亭门文化传播有限公司,4.5-6千/月,#B70602招PHP小程序/程序员 4K+双休+住宿,南昌,02-07
14462,到喜啦,1.5-2万/月,高级PHP研发工程师,上海-杨浦区,02-07
14463,广州爱卡的米教育科技有限公司,1.8-2.5万/月,PHP高级开发工程师,广州-天河区,02-07
14464,珠海盈先科技有限公司,3-3.5千/月,"PHP程序员学徒(双休，急聘,要有PHP知识)",珠海,02-07
14465,珠海盈先科技有限公司,4-5.5千/月,初级PHP程序员(双休+16天年假，急聘),珠海,02-07
14466,珠海盈先科技有限公司,5.5-7.5千/月,"高级PHP程序员(双休+16天年假,急聘)",珠海,02-07
14467,广州力挚网络科技有限公司,0.6-1.2万/月,PHP开发工程师,广州-天河区,02-07
14468,广州登客网互联网科技有限公司,1-1.5万/月,上市公司急聘PHP开发工程师/五险一金/待遇优(成都）,成都,02-07
14469,杭州同花顺数据开发有限公司,1-1.5万/月,PHP开发工程师（网站）,杭州-余杭区,02-07
14470,广州众皮联控股有限公司,1-1.5万/月,PHP开发工程师,广州-花都区,02-07
14471,青岛安思瑞通科技有限公司,4-6千/月,PHP网站后台维护助理,北京-海淀区,02-07
14472,青岛安思瑞通科技有限公司,3-5千/月,PHP网站后台维护助理,郑州-金水区,02-07
14473,青岛紫光供应链服务有限公司,4-6千/月,微信PHP应用开发工程师（黄岛）,青岛-黄岛区,02-07
14474,佛山吉方信息科技有限公司,5-8千/月,初级php开发工程师,异地招聘,02-07
14475,佛山吉方信息科技有限公司,1.3-1.8万/月,PHP高级开发工程师,佛山,02-07
14476,佛山吉方信息科技有限公司,1.3-1.8万/月,PHP高级开发工程师,异地招聘,02-07
14477,佛山吉方信息科技有限公司,10-15万/年,PHP中级开发工程师,佛山,02-07
14478,佛山吉方信息科技有限公司,10-15万/年,PHP中级开发工程师,异地招聘,02-07
14479,佛山吉方信息科技有限公司,5-8千/月,初级php 开发,佛山,02-07
14480,青岛安思瑞通科技有限公司,3-5千/月,PHP开发工程师助理/员工旅游,青岛-市北区,02-07
14481,武汉晟乐云科技有限公司,4.5-6千/月,PHP开发实习生16届17届优先（老员工带）,武汉-洪山区,02-07
14482,河南微往信息科技有限公司,1-1.5万/月,PHP技术总监,郑州,02-07
14483,河南微往信息科技有限公司,0.7-1.2万/月,高级PHP工程师,郑州,02-07
14484,深圳市前海蓝海网络科技有限公司,1-1.5万/月,PHP前端开发工程师,深圳-南山区,02-07
14485,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件开发助理,合肥,02-07
14486,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14487,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，.NET,异地招聘,02-07
14488,广州力挚网络科技有限公司,1-1.8万/月,PHP高级开发工程师,广州-天河区,02-07
14489,广州力挚网络科技有限公司,1.8-2.5万/月,PHP开发主管,广州-天河区,02-07
14490,成都铭际企业管理有限公司,3-5千/月,软件开发php后台开发,成都,02-07
14491,成都铭际企业管理有限公司,3-5千/月,4k程序开发工程师（web前端/php开发）,成都,02-07
14492,成都铭际企业管理有限公司,3-4.5千/月,PHP后台开发实习,成都,02-07
14493,成都铭际企业管理有限公司,3-4千/月,急聘PHP工程师,成都,02-07
14494,广州登客网互联网科技有限公司,1-1.5万/月,上市公司急聘PHP开发工程师/五险一金（昆明）,昆明-五华区,02-07
14495,青岛易迈进信息技术有限公司,0.8-1万/月,PHP工程师,青岛-市南区,02-07
14496,上海邦车电子商务有限公司,4-5万/月,PHP开发经理,上海-青浦区,02-07
14497,上海青之桐投资管理有限公司,1.5-2.5万/月,PHP高级开发工程师,上海,02-07
14498,上海青之桐投资管理有限公司,1.5-2.5万/月,PHP架构师,上海,02-07
14499,上海青之桐投资管理有限公司,1-1.5万/月,PHP开发工程师,上海,02-07
14500,广州紫域网络科技有限公司,0.8-1万/月,PHP开发工程师,广州-黄埔区,02-07
14501,广州紫域网络科技有限公司,0.8-1万/月,急招PHP程序员,广州-黄埔区,02-07
14502,青岛紫光软件系统有限公司,4-6千/月,微信PHP应用开发工程师,青岛,02-07
14503,上海沃势文化传播有限公司广州分公司,0.6-1.2万/月,PHP开发工程师,广州-天河区,02-07
14504,青岛安思瑞通科技有限公司,3-5千/月,初级PHP软件开发助理/高提成,青岛-市北区,02-07
14505,青岛安思瑞通科技有限公司,3-5千/月,急招PHP网站维护工程师助理,青岛-市北区,02-07
14506,青岛安思瑞通科技有限公司,3-5千/月,急招PHP开发工程师助手,青岛-市北区,02-07
14507,青岛安思瑞通科技有限公司,3-5千/月,PHP网站维护工程师,青岛-市北区,02-07
14508,青岛安思瑞通科技有限公司,3-5千/月,php软件开发师/五险一金,青岛-市北区,02-07
14509,青岛安思瑞通科技有限公司,3-5千/月,PHP开发工程师助理/五险一金,青岛-市北区,02-07
14510,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，.NET,异地招聘,02-07
14511,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，.NET,异地招聘,02-07
14512,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14513,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14514,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14515,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14516,广州微康信息科技有限公司,0.6-1.2万/月,高级PHP开发工程师,广州-海珠区,02-07
14517,杭州同花顺数据开发有限公司,3-5千/月,php开发工程师（18届可转正）,杭州-余杭区,02-07
14518,杭州同花顺数据开发有限公司,1.2-1.8万/月,php开发工程师,杭州-余杭区,02-07
14519,维拓客科技（深圳）有限公司,0.8-1.5万/月,PHP工程师,东莞-南城区,02-07
14520,武汉汉非科技有限公司,4-7千/月,PHP软件工程师 可接受应届生,苏州-高新区,02-07
14521,上海典游通讯技术有限公司,0.7-1万/月,PHP工程师/html5开发工程师,上海,02-07
14522,成都期汇乐信息技术有限公司,3-5千/月,4k+php编程开发助理+年底双薪,成都-成华区,02-07
14523,成都期汇乐信息技术有限公司,3-5千/月,PHP后台开发助理+双休,成都,02-07
14524,聚元集团技术研发中心,0.8-1万/月,PHP开发工程师,宁波,02-07
14525,武汉华信软创科技有限公司,5-8千/月,PHP开发工程师,武汉-洪山区,02-07
14526,上海德拓信息技术股份有限公司,5.5-8千/月,PHP开发工程师,北京-海淀区,02-07
14527,上海德拓信息技术股份有限公司,0.7-1.6万/月,PHP开发工程师,上海-徐汇区,02-07
14528,上海德拓信息技术股份有限公司,0.6-1万/月,PHP开发工程师,南京-秦淮区,02-07
14529,上海德拓信息技术股份有限公司,5.5-7千/月,PHP开发工程师,上海-徐汇区,02-07
14530,上海德拓信息技术股份有限公司,0.7-1.2万/月,PHP开发工程师,贵阳,02-07
14531,深圳市建恒测控股份有限公司,4.5-6千/月,PHP开发工程师,深圳,02-07
14532,青岛瑞安博霖网络科技有限公司,3-5千/月,PHP开发工程师包食宿,青岛-黄岛区,02-07
14533,青岛瑞安博霖网络科技有限公司,3-5千/月,PHP开发工程师/周末双休,青岛-市南区,02-07
14534,青岛瑞安博霖网络科技有限公司,3-5千/月,PHP工程师年底双薪,青岛-黄岛区,02-07
14535,青岛瑞安博霖网络科技有限公司,3-5千/月,双休php开发助理/朝九晚六,青岛-黄岛区,02-07
14536,青岛瑞安博霖网络科技有限公司,3-5千/月,双休+PHP网页开发员,青岛-黄岛区,02-07
14537,北京瑞道信息科技有限公司,1-1.5万/月,PHP高级开发工程师,北京-丰台区,02-07
14538,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14539,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14540,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14541,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14542,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14543,维拓客科技（深圳）有限公司,0.6-1.5万/月,PHP 工程师,东莞-南城区,02-07
14544,杭州同花顺数据开发有限公司,3-6千/月,php开发实习生,杭州-余杭区,02-07
14545,明源软件,1-1.5万/月,PHP开发工程师,武汉,02-07
14546,珠海文景科技有限公司,1-2万/月,PHP工程师,异地招聘,02-07
14547,珠海文景科技有限公司,1-2万/月,PHP工程师,异地招聘,02-07
14548,珠海文景科技有限公司,1-2万/月,PHP工程师,珠海-香洲区,02-07
14549,广州即明网络科技有限公司,3-4.5千/月,PHP 双休,广州,02-07
14550,广州即明网络科技有限公司,3-4.5千/月,php+广阔发展空间+双休,广州,02-07
14551,广州即明网络科技有限公司,3-4.5千/月,应届PHP+双休+五险一金+年终奖,广州,02-07
14552,上海径硕网络科技有限公司,1-1.5万/月,PHP中级开发工程师,上海-静安区,02-07
14553,上海径硕网络科技有限公司,0.6-1万/月,PHP初级工程师,上海-静安区,02-07
14554,上海源邮网络科技有限公司,1-1.5万/月,PHP开发工程师,上海-徐汇区,02-07
14555,广州牛牛豆集团,3-4.5千/月,PHP工程师助手,广州-海珠区,02-07
14556,内蒙古西贝餐饮集团有限公司,1-2.5万/月,PHP开发工程师（会员部）,北京-朝阳区,02-07
14557,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（五险一金 双休）,合肥,02-07
14558,合肥金而惠信息科技有限公司,3-4.5千/月,Web前端+PHP开发工程师/助理包住+双休,合肥,02-07
14559,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员(可应届）4000+双休+五险一金,合肥,02-07
14560,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（五险一金 双休）,合肥,02-07
14561,上海六界信息技术有限公司,1-1.5万/月,PHP开发工程师,南京-鼓楼区,02-07
14562,北京亿诚森管理咨询有限公司,1.5-2万/月,PHP讲师,北京-海淀区,02-07
14563,长沙恭齐网络科技有限公司,3-4.5千/月,PHP开发工程师,长沙-芙蓉区,02-07
14564,广州商易通网络科技有限公司,0.8-1.5万/月,高薪聘请PHP程序员（双休）,广州-番禺区,02-07
14565,广州鹏博医疗企业管理有限公司,0.5-1万/月,PHP程序员,广州-花都区,02-07
14566,广州前实网络科技有限公司,1.5-2万/月,PHP开发工程师,广州-白云区,02-07
14567,广州前实网络科技有限公司,0.8-1.5万/月,PHP高级程序员,广州-白云区,02-07
14568,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14569,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,国外,02-07
14570,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14571,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14572,大连瑞林咨询有限公司,5-7千/月,WEB+软件工程PHP,大连-高新园区,02-07
14573,杭州匠美化妆品有限公司,1.2-2万/月,PHP工程师,杭州-西湖区,02-07
14574,重庆优耳思网络科技有限公司,3-5千/月,PHP开发工程实习生,上海-长宁区,02-07
14575,郴州七啸网络科技有限公司,0.6-2万/月,PHP工程师/PHP架构师/html5开发工程师,郴州,02-07
14576,郴州七啸网络科技有限公司,1.5-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14577,郴州七啸网络科技有限公司,1.5-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14578,郴州七啸网络科技有限公司,1.5-2万/月,PHP工程师/PHP架构师/html5开发工程师,异地招聘,02-07
14579,江苏微盛网络科技有限公司,4.5-9千/月,php开发工程师（急聘）,异地招聘,02-07
14580,江苏微盛网络科技有限公司,4.5-9千/月,php开发工程师（急聘）,异地招聘,02-07
14581,江苏微盛网络科技有限公司,4.5-9千/月,php开发工程师（急聘）,异地招聘,02-07
14582,江苏微盛网络科技有限公司,4.5-9千/月,php开发工程师（急聘）,无锡,02-07
14583,江苏微盛网络科技有限公司,0.8-1.5万/月,php技术主管,无锡,02-07
14584,上海六界信息技术有限公司,1.5-2.5万/月,PHP开发工程师,上海-徐汇区,02-07
14585,合肥海分宝科技有限公司,0.6-1.2万/月,PHP开发工程师,合肥-瑶海区,02-07
14586,合肥海分宝科技有限公司,0.6-1万/月,万元底薪诚聘PHP程序员,合肥-瑶海区,02-07
14587,合肥海分宝科技有限公司,0.8-1万/月,软件工程师/php程序员,合肥-瑶海区,02-07
14588,东莞市奥马实业投资有限公司,1-1.5万/月,高级PHP工程师,东莞-松山湖区,02-07
14589,东莞市奥马实业投资有限公司,3.5-6千/月,PHP工程师,东莞-松山湖区,02-07
14590,烟台欣和企业食品有限公司,1.2-2.5万/月,PHP系统开发工程师,上海-长宁区,02-07
14591,深圳环金科技有限公司,1.2-1.5万/月,PHP中级开发工程师,深圳,02-07
14592,深圳环金科技有限公司,1.5-2万/月,PHP开发经理（工作地点：长沙）,深圳,02-07
14593,深圳环金科技有限公司,1-1.5万/月,PHP工程师（懂yii框架）,深圳,02-07
14594,深圳环金科技有限公司,1.2-2万/月,PHP高级开发工程师（高薪急招）,深圳,02-07
14595,上海品图网络科技有限公司,1-1.5万/月,PHP中级开发工程师,上海-浦东新区,02-07
14596,上海品图网络科技有限公司,2-2.5万/月,PHP高级开发工程师,上海-浦东新区,02-07
