location,time,sallary,name,duty 
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
深圳-宝安区,03-10,80-100万/年,友邦保险有限公司深圳分公司,分红（公司分配客户资源）
深圳-宝安区,03-10,100万以上/年,友邦保险有限公司深圳分公司,招经理（公司分配客户资源）
深圳-宝安区,03-10,4000元/天,深圳市高美福电子有限公司,调机技术员
嘉兴,03-10,60-80万/年,敏实集团,标准职位模板(005196)
烟台,03-10,6-10万/月,烟台万科房地产开发有限公司,养老业务合伙人
烟台,03-10,6-10万/月,烟台万科房地产开发有限公司,片区总
德阳,03-09,15-50万/月,江苏微特克纳米科技有限公司,城市代理商
异地招聘,03-09,15-50万/月,江苏微特克纳米科技有限公司,城市代理商
自贡,03-09,15-50万/月,江苏微特克纳米科技有限公司,城市代理商
滨州,03-09,15-50万/月,江苏微特克纳米科技有限公司,城市代理商
泉州,03-09,15-50万/月,江苏微特克纳米科技有限公司,城市代理商
临沂,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
日照,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
济宁,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
淄博,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
抚州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
岳阳,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
衡阳,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
黄冈,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
鄂州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
荆州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
咸宁,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
烟台,03-10,6-10万/月,烟台万科房地产开发有限公司,事业部总
南京,03-10,60-80万/年,金华那尔国际贸易有限公司,激光装备及工艺技术（2 ）名
潍坊,03-10,7-10万/月,山东铭拓企业管理咨询有限公司,地产副总裁
安顺,03-09,5-10万/月,江苏微特克纳米科技有限公司,全国代理商
毕节,03-09,5-10万/月,江苏微特克纳米科技有限公司,全国代理商
黔东南,03-09,5-10万/月,江苏微特克纳米科技有限公司,全国代理商
上饶,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
赣州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
鹰潭,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
新余,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
马鞍山,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
十堰,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
襄阳,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
宿迁,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
淮安,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
徐州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
镇江,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
南通,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商  区域代理商
黄石,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
宜昌,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
武汉-武昌区,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
钦州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
防城港,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
宁波,03-09,60-80万/年,宁波兴旗股权投资管理有限公司,分公司总经理（年薪60万以上）
异地招聘,03-09,100-300万/年,飞尚实业集团有限公司,南宁总经理
杭州,03-09,8-15万/月,国海良时期货有限公司,金属研究员
扬州,03-09,10万以上/月,上海甲申国际物流有限公司,市场、销售（上海甲申国际物流有限公司扬州分公司）
南通,03-09,10万以上/月,上海甲申国际物流有限公司,市场、销售（上海甲申国际物流有限公司南通分公司）
上海,03-09,60-80万/年,上海望达企业管理有限公司,上市企业制造业副总经理
上海,03-09,60-80万/年,上海望达企业管理有限公司,上市企业总经理
异地招聘,03-09,80-100万/年,上海望达企业管理有限公司,外资高薪HRD
异地招聘,03-09,80-100万/年,上海望达企业管理有限公司,外资人事总监HRD
玉林,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,5-7万/月,无锡中理能量科技有限公司,产研副总裁（地产）
上海,03-09,60-80万/年,上海望达企业管理有限公司,外资纺织机械行业销售总监
异地招聘,03-09,5-7万/月,北京市喜万家投资管理有限公司,公司出资选拔优秀期货操盘手
异地招聘,03-09,5-7万/月,北京市喜万家投资管理有限公司,期货交易员
上海-浦东新区,03-09,5-7万/月,上海银领金融信息服务有限公司,投资董事总经理（资本市场方向）
柳州,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
南宁,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
辽源,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
异地招聘,03-09,5-7万/月,无锡中理能量科技有限公司,产研副总裁（地产）
异地招聘,03-09,100万以上/年,广东明镜生物科技有限公司,招区域代理（畜牧环保产业）
异地招聘,03-09,100万以上/年,广东明镜生物科技有限公司,招区域代理（畜牧环保产业）
上海-浦东新区,03-09,5-7万/月,上海银领金融信息服务有限公司,债权投资董事总经理
上海-浦东新区,03-09,5-7万/月,上海银领金融信息服务有限公司,私募基金MD
武汉,03-09,80-100万/年,武汉禾元生物科技股份有限公司,生物医药质量副总或总监
吉林,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
葫芦岛,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
鞍山,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
大连,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
齐齐哈尔,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
广州-天河区,03-09,100万以上/年,广东明镜生物科技有限公司,招区域代理（畜牧环保产业）
上海-浦东新区,03-09,60-80万/年,中国大地财产保险股份有限公司,金科营销负责人
上海-浦东新区,03-09,60-80万/年,中国大地财产保险股份有限公司,投资总监
异地招聘,03-09,10万以上/月,社赫模具（武汉）有限公司,模流分析师
武汉-汉阳区,03-09,10万以上/月,社赫模具（武汉）有限公司,模流分析师
上海,03-09,80-100万/年,普立谋咨询（上海）有限公司,"Marketing Director, FMCG"
上海,03-09,5-7万/月,普立谋咨询（上海）有限公司,"Business Director, Digital Marketing"
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
大庆,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
伊春,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
晋中,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
太原,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
唐山,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
西安,03-09,10万以上/月,西安市莲湖区爱美妆婚纱摄影工作室,直招化妆美甲纹绣学员
西安,03-09,10万以上/月,西安市莲湖区爱美妆婚纱摄影工作室,纹绣学员学徒
西安,03-09,10万以上/月,西安市莲湖区爱美妆婚纱摄影工作室,化妆美甲纹绣学员
西安,03-09,10万以上/月,西安市莲湖区爱美妆婚纱摄影工作室,美甲纹绣学员
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
邯郸,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
秦皇岛,03-09,100万以上/年,江苏微特克纳米科技有限公司,城市代理商 区域代理商
深圳-罗湖区,03-09,80-100万/年,深圳市明昇发展有限公司,成控中心副总经理(集团）
异地招聘,03-09,80-100万/年,广东泰旭律师事务所,操盘CEO
异地招聘,03-09,80-100万/年,广东泰旭律师事务所,操盘CEO
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
上海-静安区,03-09,60-80万/年,中原地产（中国上海）,中原地产工商铺部直招
深圳,03-09,60-80万/年,深圳市新帮建房地产开发有限公司,总办主任
