,duty,sallary,name,time,location
295,算法工程师,0.6-1.2万/月,江苏邦融微电子有限公司,2月9日,昆山
296,深度学习算法工程师,1.5-2万/月,广州数沃信息科技有限公司,2月9日,广州-天河区
297,三维人像算法工程师,1-2万/月,北京多维视通技术有限公司,2月9日,北京-海淀区
298,公共安全视频算法工程师,10-15万/年,海信网络科技公司,2月9日,青岛-崂山区
299,图像识别算法工程师,30-40万/年,浙江贵仁信息科技股份有限公司武汉...,2月9日,武汉-洪山区
300,高级算法工程师,1.8-3.6万/月,深圳兆日科技股份有限公司,2月9日,深圳
301,机器人控制算法工程师,0.8-1.2万/月,深圳科瑞技术股份有限公司,2月9日,深圳-南山区
302,导航算法工程师,1.5-2.5万/月,深圳普思英察科技有限公司,2月9日,深圳-南山区
303,算法工程师,1.5-3万/月,深圳市道控技术有限公司,2月9日,深圳
304,大数据算法工程师,1.8-2.2万/月,深圳市万邑通信息科技有限公司,2月9日,深圳-南山区
305,算法工程师,1-2万/月,径卫视觉科技（上海）有限公司,2月9日,上海-杨浦区
306,导航算法工程师,1.5-2.5万/月,上海方立数码科技有限公司,2月9日,上海
307,计算机算法工程师,10-25万/年,中科金审（北京）科技有限公司,2月9日,重庆-九龙坡区
308,遥感算法工程师,0.6-1.2万/月,湖南中科星图信息技术有限公司,2月9日,长沙-岳麓区
309,中级算法工程师,0.6-1.2万/月,北京华洋宏软件开发有限责任公司,2月9日,西安
310,图像处理算法工程师,6-8千/月,合肥图迅电子科技有限公司,2月9日,合肥-高新区
311,算法工程师（机器学习方向）,1-2万/月,天翼视讯传媒有限公司,2月9日,上海-浦东新区
312,安全芯片算法工程师,1.5-2万/月,华大半导体有限公司,2月9日,上海
313,机器学习算法工程师,0.8-1万/月,意礴科技（深圳）有限公司,2月9日,深圳-南山区
314,中高级算法工程师（互联网银行）,0.8-1万/月,深圳市长亮科技股份有限公司,2月9日,成都
315,长沙研发中心高级图像算法工程师,0.8-1.5万/月,北京华建云鼎科技股份公司,2月9日,长沙-开福区
316,WCS软件工程师/算法工程师,6-9千/月,隆链智能科技（上海）有限公司,2月9日,上海-浦东新区
317,视觉算法工程师,20-30万/年,苏州图灵微视自动化科技有限公司,2月9日,苏州-工业园区
318,算法工程师（机器视觉，图像处理）,1-1.5万/月,苏州德创测控科技有限公司,2月9日,苏州
319,图像算法工程师(实习),3-4.5千/月,武汉尚易星通科技有限公司,2月9日,武汉-洪山区
320,模型算法工程师（智能运维平台研发）,12-40万/年,中国太平洋保险（集团）股份有限公司,2月9日,上海-徐汇区
321,00502-16-算法工程师,2-3万/月,无锡华云数据技术服务有限公司,2月9日,上海-杨浦区
322,计算机视觉算法工程师,1-1.5万/月,上海汇聚自动化科技有限公司,2月9日,上海-松江区
323,数据挖掘算法工程师(dc),1.5-3万/月,龙信数据（北京）有限公司,2月9日,北京
324,算法工程师,0.6-1万/月,北京英特图原信息技术有限责任公司,2月9日,北京
325,棋牌AI算法工程师,1.5-4万/月,上海踏娱网络科技有限公司,2月9日,上海-闵行区
326,算法工程师,2-2.5万/月,上海传漾广告有限公司,2月9日,上海-长宁区
327,资深算法工程师（图像视觉方向）,3-6万/月,深圳市云之梦科技有限公司,2月9日,深圳-南山区
328,大数据算法工程师（南京）,0.8-1.5万/月,盘石软件（上海）有限公司,2月9日,南京
329,算法工程师,4-8千/月,山东博昂信息科技有限公司,2月9日,济南-高新区
330,北斗GNSS基带信号处理算法工程师,1.5-2万/月,湖南北云科技有限公司,2月9日,长沙
331,图像算法工程师,10-15万/年,西安多维机器视觉检测技术有限公司,2月9日,西安-国家民用...
332,音频算法工程师,1.2-2万/月,富迪科技（南京）有限公司深圳分公司,2月9日,深圳-南山区
333,软件算法工程师,0.8-2万/月,福建省汽车工业集团云度新能源汽车...,2月9日,异地招聘
334,高级算法工程师,3-4万/月,广州图匠数据科技有限公司,2月9日,广州-海珠区
335,DSP算法工程师,0.8-2万/月,广东合即得能源科技有限公司,2月9日,广州-黄埔区
336,图像算法工程师,0.8-1.2万/月,苏州迈为科技股份有限公司,2月9日,异地招聘
337,算法工程师,,广州昂宝电子有限公司,2月9日,广州-黄埔区
338,高级算法工程师（深度学习）,1.5-2万/月,珠海博明视觉科技有限公司,2月9日,珠海
339,运动控制算法工程师,1.5-2.5万/月,深圳众为兴技术股份有限公司,2月9日,深圳-南山区
340,机器学习算法工程师——计算广告学,2-3万/月,游族网络,2月9日,上海-徐汇区
341,深度学习算法工程师,30-60万/年,vivo智能手机（维沃移动通信有限公...,2月9日,杭州
342,算法工程师(性能测试),1.5-2万/月,深圳市速腾聚创科技有限公司,2月9日,深圳-南山区
343,算法工程师/音频算法工程师,0.7-1.4万/月,LAVA MUSIC 拿火音乐,2月9日,广州-越秀区
344,电气工程师/激光/机电/自动化工程师/算法工程师,0.6-1.2万/月,深圳市洲其电气自动化设备有限公司,2月9日,深圳-南山区
345,算法工程师,1.5-2.5万/月,深圳市德赛微电子技术有限公司,2月9日,深圳
346,音频算法工程师（广州或北京）,1-2万/月,广州广晟数码技术有限公司,2月9日,广州-越秀区
347,算法工程师/机器学习算法工程师,1.5-2.5万/月,深圳市米诺数码配件开发有限公司,2月9日,深圳-龙岗区
348,图像算法工程师,0.8-1万/月,苏州富鑫林光电科技有限公司,2月9日,苏州-工业园区
349,机器学习算法工程师,5-6千/月,安徽七天教育科技有限公司,2月9日,合肥-蜀山区
350,深度学习算法工程师,,联咏科技股份有限公司,2月9日,西安
351,机器学习算法工程师,1.5-4万/月,武汉掌中宝网络科技有限公司,2月9日,武汉-武昌区
352,数据算法工程师,1-1.5万/月,北京海创高科科技有限公司,2月9日,北京-海淀区
353,机器学习算法工程师,1.5-2万/月,厦门市直播吧信息技术有限公司,2月9日,厦门
354,AI算法工程师,0.6-1万/月,珠海漫漫科技有限公司,2月9日,珠海
355,NLP/算法工程师,1.5-2万/月,苏州意能通信息技术有限公司,2月9日,苏州-工业园区
356,AI算法工程师,1.2-2万/月,上海大岂网络科技有限公司,2月9日,上海-徐汇区
357,算法工程师,1-2万/月,广州优亿信息科技有限公司,2月9日,广州
358,架构和算法工程师,1-1.5万/月,广州明美新能源有限公司,2月9日,泰州
359,算法工程师,8-10万/年,西安必特思维软件有限公司,2月9日,成都
360,算法工程师,1-1.5万/月,岗岭集团(1药网),2月9日,武汉
361,算法工程师,0.7-1.2万/月,湖南华诺星空电子技术有限公司,2月9日,长沙
362,伺服算法工程师,8-10万/年,合肥若森智能科技有限公司,2月9日,合肥
363,数据挖掘算法工程师.,2.5-3万/月,美团点评,2月9日,上海
364,视频算法工程师,1.5-2万/月,杭州天阙科技有限公司,2月9日,杭州-西湖区
365,图像算法工程师,0.6-1.2万/月,苏州朗润医疗系统有限公司,2月9日,苏州-工业园区
366,DL算法工程师,0.9-1.5万/月,成都恒图科技有限责任公司（fotor）,2月9日,成都
367,视频图像算法工程师,1.5-2万/月,上海泓申科技发展有限公司,2月9日,上海-松江区
368,算法工程师,6-8千/月,辽宁聚进科技有限公司,2月9日,沈阳-浑南区
369,算法工程师,1.8-3.6万/月,上海高欣计算机系统有限公司,2月9日,上海-浦东新区
370,视觉算法工程师,1.5-3万/月,宁波易拓智谱机器人有限公司,2月9日,宁波
371,大数据算法工程师(537),1.5-2万/月,上海汇纳信息科技股份有限公司,2月9日,上海-浦东新区
372,算法工程师（特隆美公司）,0.6-1.3万/月,成都麦隆电气有限公司,2月9日,成都
373,算法工程师（视觉、图像）,3-8万/月,幻想动力（上海）文化传播有限公司,2月9日,上海-浦东新区
374,视频算法工程师,1.5-2.5万/月,北京中科大洋科技发展股份有限公司,2月9日,北京-海淀区
375,图像算法工程师,2-2.5万/月,合肥健天电子有限公司,2月9日,上海-浦东新区
376,图像算法工程师,0.5-1.5万/月,宁波普天通信技术有限公司,2月9日,宁波-鄞州区
377,高级系统算法工程师J10857,1.5-3万/月,展讯通信（上海）有限公司,2月9日,上海
378,高级系统算法工程师J10856,1.5-3万/月,北京展讯高科通信技术有限公司,2月9日,北京
379,算法工程师J10854,1.5-2万/月,展讯半导体（南京）有限公司,2月9日,南京-浦口区
380,几何算法工程师,0.8-2万/月,浙江贵仁信息科技股份有限公司广州...,2月9日,广州-黄埔区
381,算法工程师,3-4万/月,北京睿科伦智能科技有限公司,2月9日,上海-徐汇区
382,图像算法工程师,1-1.5万/月,杭州艾芯智能科技有限公司,2月9日,杭州-滨江区
383,算法工程师（数学方面）,0.8-1.5万/月,武汉时代地智科技股份有限公司,2月9日,武汉
384,高端算法工程师  双休,2-2.5万/月,深圳中科天悦科技有限公司,2月9日,深圳-南山区
385,ToF/结构光算法工程师,40-50万/年,OPPO,2月9日,异地招聘
386,算法工程师,1-1.5万/月,浩创信息科技有限公司,2月9日,上海-青浦区
387,点云算法工程师Algorithm Engineer-Point Cloud,1.5-3万/月,宜高美信息服务（成都）有限公司,2月9日,成都
388,图像算法工程师,1-1.5万/月,广东护苗信息科技有限公司,2月9日,广州-天河区
389,算法工程师（医学信号处理与分析),0.6-2万/月,武汉久乐科技有限公司,2月9日,武汉
390,高级算法工程师,1-1.2万/月,华讯方舟科技有限公司,2月9日,深圳
391,算法工程师,11-35万/年,上海百联全渠道电子商务有限公司,2月9日,上海
392,机器人双目视觉/机器视觉算法工程师,1.5-3万/月,深圳睛灵科技有限公司,2月9日,深圳-龙岗区
393,[金融事业部]资深算法工程师,1.5-2万/月,广州亿牛信息科技有限公司,2月9日,广州-天河区
394,算法工程师（代北京总部招人）,1.8-3.5万/月,北京触控科技有限公司,2月9日,深圳-南山区
395,算法工程师,1-1.5万/月,深圳市科曼医疗设备有限公司,2月9日,深圳-光明新区
396,图像处理算法工程师,1-1.5万/月,深圳市国信合成科技有限公司,2月9日,深圳-南山区
397,算法工程师,0.8-1.5万/月,四川知周科技有限责任公司,2月9日,成都-高新区
398,FPGA算法工程师,1-1.5万/月,杰创智能科技股份有限公司,2月9日,广州-黄埔区
399,金融风控算法工程师,3-4万/月,上海睿璞企业管理咨询有限公司,2月9日,上海-浦东新区
400,图像算法工程师,1-2万/月,麦递途医疗科技（上海）有限公司,2月9日,上海-浦东新区
401,鱼眼算法工程师,1-1.5万/月,深圳市智慧安防行业协会,2月9日,深圳-龙华新区
402,资深图像算法工程师,2-2.5万/月,北京禾壮慧农科技发展有限公司,2月9日,北京-昌平区
403,交通算法工程师,0.8-1.5万/月,广东方纬科技有限公司,2月9日,广州-番禺区
404,算法工程师(校招）,0.8-1万/月,北京亿信华辰软件有限责任公司,2月9日,武汉
405,区块链算法工程师,15-20万/年,宁波爱班信息技术有限公司,2月9日,宁波
406,算法工程师（ERP）,1-2万/月,北京首钢自动化信息技术有限公司,2月9日,北京
407,图像算法工程师（机器人）,0.8-1万/月,上海微创医疗器械（集团）有限公司,2月9日,上海-浦东新区
408,音频算法工程师,1-1.5万/月,无锡中感微电子股份有限公司,2月9日,北京-海淀区
409,算法工程师,2-2.5万/月,点点客信息技术股份有限公司,2月9日,上海-徐汇区
410,FPGA算法工程师,10-15万/年,合肥美亚光电技术股份有限公司,2月9日,合肥
411,导航算法工程师,1.5-2万/月,陕西锦图企业管理咨询有限责任公司,2月9日,西安
412,安全算法工程师,1-1.5万/月,北京万协通信息技术有限公司,2月9日,北京-海淀区
413,图像算法工程师,0.9-1.2万/月,爱乔（上海）医疗科技有限公司,2月9日,上海-浦东新区
414,语音算法工程师,2.5-3.5万/月,北京点石经纬科技有限公司,2月9日,北京-海淀区
415,推荐算法工程师,1-2万/月,准动网络科技（厦门）有限公司,2月9日,厦门
416,算法工程师,2.5-3万/月,上海厚本金融信息服务有限公司,2月9日,上海-黄浦区
417,飞控算法工程师,1.5-2万/月,南京奇蛙智能科技有限公司,2月9日,南京
418,算法工程师（大数据方向）,2-2.5万/月,广州悠绿游信息技术有限公司,2月9日,广州-海珠区
419,医疗图像算法工程师,2-2.5万/月,深圳市擎源医疗器械有限公司,2月9日,深圳-宝安区
420,算法工程师,1.1-2万/月,杭州大搜车汽车服务有限公司,2月9日,杭州-余杭区
421,算法工程师（机器学习方向）,1-1.5万/月,武汉盈力科技股份有限公司,2月9日,武汉
422,算法工程师,6-9千/月,广东嘉腾机器人自动化有限公司,2月9日,异地招聘
423,算法工程师(深度学习),10-30万/年,杭州黑鸟科技有限公司,2月9日,杭州
424,大数据算法工程师,1.2-1.8万/月,北京嘉遁数据科技有限公司,2月9日,成都-高新区
425,无人机导航算法工程师,0.8-1.5万/月,上海珞鹏航空科技有限公司,2月9日,成都-高新区
426,Java算法工程师（技术核心项目组）,1-1.8万/月,广州市汇聚支付电子科技有限公司,2月9日,广州-天河区
427,算法工程师,0.8-2万/月,深圳市朗驰欣创科技股份有限公司成...,2月9日,成都-高新区
428,高级算法工程师,1.5-2万/月,上海巨人网络科技有限公司,2月9日,上海-松江区
429,NLP算法工程师,2-2.5万/月,上海万行信息科技有限公司,2月9日,上海-闵行区
430,密码算法工程师,0.8-1.5万/月,广州友地信息技术有限公司,2月9日,广州-海珠区
431,研发-导航算法工程师,1.2-2.4万/月,中科新松有限公司（机器人）,2月9日,上海-浦东新区
432,数据挖掘/算法工程师,1.5-2.5万/月,上海洋码头网络技术有限公司,2月9日,上海-静安区
