,time,location,duty,sallary,name
11074,02-09,南通,包装操作实习生,2-3千/月,百威英博大富豪江苏啤酒有限公司
11075,02-09,新乡,包装维修专家,,百威英博（河南）啤酒有限公司
11076,02-09,西安-国家民用...,图像算法工程师,10-15万/年,西安多维机器视觉检测技术有限公司
11077,02-09,惠州,体系工程师,0.8-1万/月,深圳市台冠科技股份有限公司
11078,02-09,重庆-渝北区,质量检验员,3-6千/月,重庆科勒发动机有限公司
11079,02-09,贵港,ME助理经理,0.8-1万/月,赛尔康（贵港）有限公司
11080,02-09,上海-徐汇区,上海链家储备干部+带薪培训+一对一带教+5000底薪+住宿,0.8-1万/月,上海链家
11081,02-09,珠海,销售主管,0.5-1万/月,珠海市广拓置业有限公司
11082,02-09,北京,人力资源专员,6-8千/月,中国科学器材有限公司
11083,02-09,上海-徐汇区,行政助理（总部）,5-9千/月,上海百花教育培训有限公司
11084,02-09,昆明,BTS技术员-机械,3-4.5千/月,百威英博（昆明）啤酒有限公司
11085,02-09,淄博,医药销售代表,0.3-1万/月,北京创盟精准医学科技有限公司
11086,02-09,杭州-滨江区,高级PHP开发工程师(年后面试）,1.5-2.5万/月,成都新大瀚人力资源管理有限公司
11087,02-09,广州-越秀区,设计师,6-8千/月,广州伊姿美职业技能培训有限公司
11088,02-09,宁波-海曙区,质量工程师,6-8千/月,宁波宁胜国际贸易有限公司
11089,02-09,广州,物流储备,4.5-6千/月,广汽丰田物流有限公司
11090,02-09,上海-长宁区,成本会计,0.8-1万/月,知爱母婴专护服务（上海）有限公司
11091,02-09,大连-甘井子区,叉车司机,2-4千/月,大连华特汽车零部件有限公司
11092,02-09,哈尔滨-呼兰区,通勤司机,2-4千/月,哈尔滨派斯菲科生物制药股份有限公司
11093,02-09,深圳-罗湖区,视频后期制作,0.8-1万/月,深圳市侨置出国信息咨询科技有限公司
11094,02-09,深圳-福田区,经理（助理）,0.8-1.5万/月,厦门雷度电子有限公司深圳分公司
11095,02-09,南京,成本会计,6-8千/月,南京朗辉光电科技有限公司
11096,02-09,武汉-武昌区,主管会计,4.5-6千/月,湖北雅礼商贸有限公司
11097,02-09,东莞,文案策划,8-10万/年,东莞市宏商创业投资管理有限公司
11098,02-09,绵阳,报告编制员,3-3.5千/月,四川省银河化学股份有限公司
11099,02-09,昭通,项目经理,1-1.5万/月,云南祥锐建筑安装工程有限公司
11100,02-09,成都,担当招募,2-3千/月,成都伊藤洋华堂有限公司
11101,02-09,合肥,安全员,3-4.5千/月,合肥荣事达水工业设备有限责任公司
11102,02-09,广州-天河区,产品经理（蓝牙）,1-1.5万/月,深圳市星商电子商务有限公司
11103,02-09,厦门,应用系统工程师,4.5-6千/月,北京护航科技股份有限公司
11104,02-09,厦门,香道师,3-4.5千/月,厦门大馨香业有限公司
11105,02-09,广州,会计文员实习生,2-3千/月,金拱门 （广州）数据处理服务有限...
11106,02-09,广州-天河区,项目助理（周末双休）,4-5千/月,广州华严企业管理咨询有限公司
11107,02-09,湘潭,会计主管,3-4千/月,湖南湘华华大生物科技有限公司
11108,02-09,南京-栖霞区,药物制剂研发员,4-6千/月,江苏耐雀生物工程技术有限公司
11109,02-09,青岛,环保工程师/项目经理,4-6千/月,中恒能(北京)生物能源技术有限公司
11110,02-09,上海-浦东新区,Lead SQE 高级供应商管理工程师,15-20万/年,万特电子（上海）有限公司
11111,02-09,苏州,硬件测试工程师,0.6-1万/月,网经科技（苏州）有限公司
11112,02-09,南京,市场销售助理经理,1-1.5万/月,南京嘉耀房地产开发有限公司
11113,02-09,上海-普陀区,招募外贸业务员（多平台，高成长）,0.8-1万/月,盐城市龙科电器有限公司上海分公司
11114,02-09,青岛-市南区,海运销售,0.3-1.5万/月,川崎振华物流（天津）有限公司青岛...
11115,02-09,广州,IT主管 (IT Supervisor),0.9-1万/月,广州市栢资投资咨询有限公司
11116,02-09,北京-朝阳区,营销副总经理,1.5-2万/月,北京嘿嘿乐保健食品发展有限公司
11117,02-09,深圳-福田区,人事行政总监,1.5-2万/月,深圳市国浩土地房地产评估经纪有限...
11118,02-09,广州-黄埔区,初级软件开发工程师,2-3千/月,广州市行心信息科技有限公司
11119,02-09,北京-平谷区,酒店财务总监,2-2.5万/月,中信正业投资发展有限公司
11120,02-09,惠州,社工,3.2-4.2千/月,惠州仲恺高新区社会工作联合会
11121,02-09,南京,技术总监,2.5-3.3万/月,南京威翔科技有限公司
11122,02-09,南京,高薪诚聘咨询主管/咨询经理,0.8-1.5万/月,南京学才教育咨询有限公司
11123,02-09,天津-滨海新区,舾装助理工程师,4-6千/月,艾法能源工程股份有限公司
11124,02-09,长沙-岳麓区,销售经理,0.8-1万/月,上海威固信息技术股份有限公司
11125,02-09,苏州-姑苏区,IT副总监,70-100万/年,苏州三缺一网络技术有限公司
11126,02-09,福州,水电工,3-4.5千/月,福建中医药大学国医堂门诊部
11127,02-09,深圳-龙岗区,海运主管,6-8千/月,深圳市中南通达国际物流有限公司
11128,02-09,上海,倩碧专柜美容顾问-上海,0.8-1万/月,雅诗兰黛（上海）商贸有限公司
11129,02-09,常州,制冷技术人员,0.2-1万/月,中科高易冷链系统（江苏）有限公司
11130,02-09,上海-长宁区,前台兼行政助理,3.8-4.5千/月,上海保利佐川物流有限公司
11131,02-09,鹤壁,苹果售后前台,3-4.5千/月,北京立兴创联科技服务有限公司
11132,02-09,郑州,抛光师傅,4.5-6千/月,郑州亿亨科汽车销售有限公司
11133,02-09,南宁,知识产权专员,4-6千/月,广西聚伍科技有限责任公司
11134,02-09,杭州-下城区,弱电设计工程师,4-8万/年,杭州柏顿思纬科技有限公司
11135,02-09,广州,移民销售顾问,0.5-1万/月,广州万联顾问有限公司
11136,02-09,广州-天河区,唯品会特卖运营经理,1.5-2万/月,广州锦璨首饰有限公司
11137,02-09,成都-高新区,社保+急聘催收专员+环球中心,6-8千/月,成都致远天欧科技有限公司
11138,02-09,武汉-东西湖区,成本合约经理,15-20万/年,东方神马集团
11139,02-09,上海-长宁区,法务助理,6-8千/月,力新仪器（上海）有限公司
11140,02-09,上海-浦东新区,销售代表,3-5千/月,上海崇磊机械有限公司
11141,02-09,武汉,部门经理,0.8-1万/月,国泰君安证券股份有限公司武汉紫阳...
11142,02-09,北京-朝阳区,售楼员（一手房  公司提供客户 40W年薪）,1.5-2万/月,北京阜康基业房地产经纪有限公司
11143,02-09,广州-海珠区,IOS开发工程师,1-1.5万/月,广州鑫燕网络科技有限公司
11144,02-09,深圳-龙岗区,别墅办公 主播,15-20万/年,深圳纵横蜂巢传媒有限公司
11145,02-09,深圳,区域销售经理（百泰首饰）,0.5-1.2万/月,深圳百泰投资控股集团有限公司
11146,02-09,深圳-罗湖区,QC Coordinator,6-8千/月,GLOBAL REGENCY LIMITED
11147,02-09,北京-石景山区,企划专员,6-8千/月,北京有信怡家科技有限公司
11148,02-09,广州,资深班主任,0.5-1万/月,广州市网辉网络科技有限公司
11149,02-09,成都-高新区,海运订舱流程专员,3.5-4.5千/月,马士基信息处理（成都）有限公司
11150,02-09,武汉-洪山区,电气控制工程师,5-7千/月,武汉港迪智能技术有限公司
11151,02-09,广州-黄埔区,销售代表,3-8千/月,北京鉴衡认证中心有限公司广州分公司
11152,02-09,广州-番禺区,机器人销售代表,6-7千/月,盟立自动化科技（上海）有限公司
11153,02-09,上海-徐汇区,空运进口客服,7-9千/月,上海世鑫国际物流有限公司
11154,02-09,新疆,新疆学术专员,3-4.5千/月,新疆奇康哈博维药股份有限公司
11155,02-09,北京-朝阳区,佣金核算专员,6-8千/月,云智惠（北京）投资管理有限公司
11156,02-09,广州-越秀区,薪酬绩效主管（双休 五险一金 地铁附近）,0.6-1万/月,广州温雅日用化妆品有限公司
11157,02-09,广州-海珠区,质量经理,1.5-2万/月,香港安普利有限公司广州代表处
11158,02-09,成都,银行呼叫中心客服岗,2.5-4千/月,成都金控人力资源管理有限公司
11159,02-09,福州,UI美工设计,3-6千/月,福建天础信息科技有限公司
11160,02-09,北京-朝阳区,手游海外广告投放经理,1.5-2万/月,伊凡达互动（北京）科技有限公司
11161,02-09,重庆-渝中区,行政前台,3-3.3千/月,重庆翔臣实业有限公司
11162,02-09,上海-徐汇区,竞价专员,0.4-1万/月,上海喜美医疗美容门诊部有限公司
11163,02-09,异地招聘,融资总监,0.6-1.5万/月,广西中财广角非融资性担保有限公司
11164,02-09,成都,农业设计制图师,6-9万/年,四川省博智达农业科技（咨询策划）...
11165,02-09,杭州-江干区,服装营销,5-6万/年,宁波兄弟服饰有限公司
11166,02-09,广州-海珠区,房地产文员-高薪聘请,4.5-6千/月,广东合富房地产置业有限公司
11167,02-09,广州-天河区,行政网管,3-4.5千/月,广州市天顺达机电设备有限公司
11168,02-09,广州-天河区,游戏UI设计,10-15万/年,广州荣端软件科技有限公司
11169,02-09,南京-江宁区,运营主管,7-8千/月,易虎网科技南京股份有限公司
11170,02-09,上海-黄浦区,投资经理,0.9-2万/月,中国中投证券有限责任公司上海复兴...
11171,02-09,深圳-坪山区,项目投资岗（含房地产、酒店、旅游）,20-40万/年,深圳华侨城东部投资有限公司
11172,02-09,合肥,技术客服,3-4.5千/月,合肥万户网络技术有限公司
11173,02-09,西安,咖啡师,4.5-6千/月,西安和盛铭源企业管理咨询有限公司
11174,02-09,杭州-西湖区,销售,6-8千/月,杭州锐达数字技术有限公司
11175,02-09,武汉-武昌区,石材业务员（高薪）,1-1.5万/月,武汉匠承石业有限公司
11176,02-09,上海-闵行区,虹桥板块星巴克招募店经理,0.8-1万/月,上海统一星巴克咖啡有限公司虹桥天...
11177,02-09,广州-海珠区,新媒体运营,4-6千/月,广州市米星网络科技有限公司
11178,02-09,沈阳-和平区,内勤,2-3千/月,沈阳兴拓商贸有限公司
11179,02-09,镇江,设备管理员,3-4.5千/月,镇江合力汽车紧固件有限公司
11180,02-09,杭州,销售储备干部/五险一金+高提成+高平台，月薪万元,0.8-1万/月,杭州豪世华邦
11181,02-09,杭州,诚聘销售代表 房产销售底薪4千带薪培训,0.8-1万/月,杭州豪世华邦
11182,02-09,南京-雨花台区,销售代表/免费住宿wifi小区/发展快,4.5-6千/月,南京翊派环保科技有限公司
11183,02-09,异地招聘,客服专员,3-4.5千/月,奥可利电子（昆山）有限公司
11184,02-09,深圳-南山区,产品经理,1-2万/月,深圳市道远商业不动产咨询有限公司
11185,02-09,天津-和平区,总监助理,4.5-6千/月,天津唐娜倍勒美容服务有限公司
11186,02-09,深圳-福田区,B2B Customer Support / Sales specialist,0.6-1万/月,金乔投资顾问（深圳）有限公司
11187,02-09,北京-通州区,人事行政专员,3-4.5千/月,陆森利商贸（北京）有限责任公司
11188,02-09,深圳-光明新区,IQC,3.5-5千/月,深圳市运泰利自动化设备有限公司
11189,02-09,异地招聘,销售经理,4-6千/月,猫酷
11190,02-09,北京-西城区,行政助理,3-6千/月,北京中光华会计师事务所有限责任公司
11191,02-09,北京-大兴区,项目经理,0.8-1万/月,北京诺达鑫材科技有限公司
11192,02-09,上海,(Siemens Ltd. China) 3D Software Engineer(291022),,西门子（中国）有限公司Siemens L...
11193,02-09,深圳-罗湖区,客服文员/学车顾问,3-4.5千/月,深圳市车途机动车驾驶培训服务有限...
11194,02-09,肇庆,网站运营编辑,3-4.5千/月,肇庆市智云体育信息科技有限公司
11195,02-09,郑州-金水区,PHP开发工程师,6-8千/月,郑州喔嘟教育科技有限公司
11196,02-09,上海-宝山区,会计,10-15万/年,中集安瑞科控股有限公司
11197,02-09,异地招聘,市场主管（教培、招生）,0.8-1万/月,陕西微盟信息技术有限公司
11198,02-09,广州-番禺区,酒店开发经理,1-2万/月,北京路客互联网科技有限公司
11199,02-09,嘉兴,人事主管,4.5-6千/月,嘉兴学美教育咨询有限公司
11200,02-09,广州-越秀区,音频算法工程师（广州或北京）,1-2万/月,广州广晟数码技术有限公司
11201,02-09,盐城,环安管理师（EHS）,6-8千/月,日铠电脑配件有限公司
11202,02-09,宁波,IE/PE工程师,5-8千/月,宁波尚泰电子有限公司
11203,02-09,广州-白云区,亚马逊运营主管/运营专员,0.7-1.5万/月,广州市熊教官电商咨询有限公司
11204,02-09,重庆-渝北区,置业顾问2018.2.8,2.2-3千/月,重庆树橙房地产营销策划有限公司
11205,02-09,北京-丰台区,配电室 强电值班（丰台科技园）,3-4.5千/月,北京金融街物业管理有限责任公司
11206,02-09,异地招聘,"C,C++对日软件开发工程师",1-2.5万/月,阿富络希信息科技（济南）有限公司
11207,02-09,重庆-渝北区,驾驶员,4-4.5千/月,重庆年年好饮食文化有限公司
11208,02-09,泉州,大区经理,0.8-1万/月,惠安联胜工艺有限公司
11209,02-09,武汉-武昌区,销售专员+3500无责任底薪资+包住宿,0.8-1万/月,武汉馨智嘉科技有限公司
11210,02-09,成都,法务实习生,3-4.5千/月,兴科蓉医药控股有限公司
11211,02-09,青岛-崂山区,分公司风控专员,4-8千/月,冠群鹏程企业管理咨询服务（天津）...
11212,02-09,长沙-雨花区,财务主管,4-7千/月,湖南科风速运有限公司
11213,02-09,上海-静安区,销售代表Sales Executive（灯具类）,8-12万/年,欧陆检测技术服务（上海）有限公司
11214,02-09,上海,展会销售代表,1-1.5万/月,凯宸国际会展
11215,02-09,上海-长宁区,销售助理,4.5-6千/月,上海粒数网络科技有限公司
11216,02-09,西安,急聘出纳兼行政,3-4千/月,陕西科尔沁信息科技有限公司
11217,02-09,上海-奉贤区,销售顾问,6-8千/月,上海美规汽车服务有限公司
11218,02-09,广州-天河区,财务会计,4-5.5千/月,广州高得软件科技有限公司
11219,02-09,上海-浦东新区,销售代表/销售业务员/销售工程师,5-8千/月,胜焱电子科技（上海）有限公司
11220,02-09,杭州,生产资材,3-4.5千/月,杭芝机电有限公司
11221,02-09,常州,行政内勤,5-6万/年,江苏浩森建筑设计有限公司
11222,02-09,广州,总账会计(周末双休+五险一金),6-8千/月,慧聪网 买化塑
11223,02-09,莆田,开发业务,5-7千/月,厦门阳捷进出口有限公司
11224,02-09,上海,门店督导,0.6-1万/月,上海乐丽电子商务服务有限公司
11225,02-09,昆明-西山区,少儿英语老师,4.5-6千/月,昆明我爱玩汽车销售有限公司
11226,02-09,深圳-龙华新区,产品摄影师,6-8千/月,深圳市绿色良品实业有限公司
11227,02-09,深圳-福田区,诚聘 高级移民顾问 周末双休,2.5-3万/月,深圳市方舟天下投资咨询服务有限公司
11228,02-09,深圳-罗湖区,摄影师,0.5-1万/月,深圳市纽尔科技有限公司
11229,02-09,东莞-沙田镇,市场推广,150元/天,全优教育有限责任公司
11230,02-09,武汉,人事主管,3-4.5千/月,武汉贵阁物业管理有限责任公司
