,time,location,duty,sallary,name
306,02-09,广州-越秀区,销售客服,3-4.5千/月,广州市越秀区百恒服饰商行
307,02-09,北京-海淀区,食品检测员,3-5千/月,北京食圣天下餐饮管理有限公司
308,02-09,四川省,全国省会城市经理,1-2万/月,杭州多协信息技术有限公司
309,02-09,深圳-罗湖区,物业/客服主管(全国）,5-8千/月,深圳市之平物业发展有限公司
310,02-09,天津-和平区,行政主管,4-6千/月,中资华商（北京）投资管理有限公司
311,02-09,郑州-高新区,实习生,1.5-5千/月,河南佳业建筑劳务有限公司
312,02-09,南京-浦口区,弘阳商业集团-拓展经理（家居）,1.1-3万/月,弘阳商业集团
313,02-09,南昌-西湖区,大客户经理（南昌）,0.7-1.4万/月,杭州网兰科技有限公司
314,02-09,上海-浦东新区,招聘培训经理,1-1.8万/月,瓦戈科技（上海）有限公司
315,02-09,合肥-巢湖市,高级管理,0.6-1.2万/月,合肥圣三松冷热技术有限公司
316,02-09,北京-通州区,HRBP（全模块）,0.8-1.2万/月,国金黄金股份有限公司
317,02-09,上海-徐汇区,销售工程师,0.8-1万/月,上海源派实业有限公司
318,02-09,苏州,品质CS,3-4.5千/月,苏州金禾新材料股份有限公司
319,02-09,天津-武清区,加工中心调机员,3-5千/月,天津市康尔医疗器械有限公司
320,02-09,深圳,审计经理（高薪急聘）,1-1.5万/月,深圳市易菲妮时装有限公司
321,02-09,异地招聘,服装面料开发业务员,3.5-8千/月,青岛永灿服装有限公司
322,02-09,苏州-工业园区,营销总监,1-1.5万/月,21世纪不动产
323,02-09,长沙-开福区,设计师,4-6千/月,震旦（中国）有限公司
324,02-09,重庆,招聘专员,4-7千/月,蓝月亮（中国）有限公司
325,02-09,苏州,裱花师,3-6千/月,苏州爱尚松食品有限公司
326,02-09,武汉-武昌区,市场专员,4.5-6千/月,科德贝尔衣柜
327,02-09,佛山,采编,3-4.5千/月,佛山市汇首景区开发有限公司
328,02-09,杭州-江干区,财务主管,0.8-1万/月,浙江澜石金融服务外包有限公司
329,02-09,杭州,产品引入,3-6千/月,杭州真趣网络科技有限公司
330,02-09,北京-朝阳区,文案编辑新媒体运营,4-7千/月,北京合众智达信息科技有限公司
331,02-09,珠海,司机,3-5千/月,珠海安润普科技有限公司
332,02-09,杭州-西湖区,前台行政文员,6-8万/年,大象建筑设计有限公司
333,02-09,南京-江宁区,电气设计工程师,0.6-1.5万/月,江苏印加新能源科技股份有限公司
334,02-09,郑州-高新区,人事助理（急聘）,3-4.5千/月,河南云和数据信息技术有限公司
335,02-09,绍兴,有机硅研发人员,0.6-1.2万/月,浙江中成控股集团有限公司
336,02-09,南京-鼓楼区,库房管理,3-4.5千/月,南京苏嘉金属材料有限公司
337,02-09,成都-双流区,网络推广专员,3-4.5千/月,四川万创同心文化传播有限公司
338,02-09,异地招聘,工艺安全工程师（经理）,7-20万/年,合力科技股份有限公司
339,02-09,深圳-宝安区,高级招聘专员,4-8千/月,翔耀电子（深圳）有限公司
340,02-09,沈阳,培训讲师,0.8-1万/月,广西灵峰药业有限公司
341,02-09,昆明,文案策划主管（万纬万享公司招聘）,4-6千/月,云南超享广告有限公司
342,02-09,苏州,专利工程师,0.8-2万/月,苏州创元专利商标事务所有限公司
343,02-09,杭州-余杭区,底薪4000起高额提成招聘销售代表,1-1.5万/月,杭州龙席网络科技股份有限公司
344,02-09,上海-静安区,行政人事,4.5-6千/月,恒光资产管理有限公司
345,02-09,广州-天河区,西餐厅服务员2800-3500/月,3-4.5千/月,宏风（广州）餐饮有限公司
346,02-09,上海-浦东新区,销售经理(华东）,0.6-1万/月,上海晟矽微电子股份有限公司
347,02-09,上海-闵行区,出纳（凯德阿里中心）,4-5千/月,凯德商用房产管理咨询（上海）有限...
348,02-09,揭阳,索赔员,2.5-3.5千/月,揭阳市鹏发车业有限公司
349,02-09,杭州,餐饮项目加盟专员,4.5-6千/月,杭州市滨江区没头没脑龙虾馆
350,02-09,东莞-道滘镇,电工,3-4.5千/月,东莞市良强机械有限公司
351,02-09,金华,会计（建筑公司、材料公司）,4.5-6千/月,明珠建设集团有限公司
352,02-09,怀化,渠道主管/专员,4.5-6千/月,广州王老吉大健康产业有限公司
353,02-09,南京,C++开发工程师,6-8千/月,南京衍构科技有限公司
354,02-09,哈尔滨-香坊区,生产车间库管员,2-3千/月,哈尔滨现代吹灰技术有限公司
355,02-09,杭州-江干区,库容风险分析专员,6-8千/月,杭州海仓科技有限公司
356,02-09,上海-浦东新区,数据分析,0.6-1.2万/月,上海艾摩信息技术有限公司
357,02-09,异地招聘,商务专员,3-7千/月,绍兴精功环境科技有限公司
358,02-09,厦门,外贸助理 / 业务跟单 / 办公室文员 做五休二,4.5-6千/月,泓康依凡（厦门）贸易有限公司
359,02-09,广州,wish运营,3-6千/月,广州市诚觅航电子商务有限公司
360,02-09,广州,系统设计师,1-1.6万/月,广州中软信息技术有限公司
361,02-09,南通,活动策划执行,0.5-1万/月,南通喜力广告传媒有限公司
362,02-09,上海-静安区,人力资源专员/助理,3.5-5千/月,上海冀裕电子商务有限公司
363,02-09,成都,渠道运营,3-4.5千/月,成都来趣旅行社有限公司
364,02-09,深圳-光明新区,生产主管,6.5-8千/月,深圳市海派特光伏科技有限公司
365,02-09,上海,采购专员,5-7千/月,阿拉丁试剂（上海）有限公司
366,02-09,广州-番禺区,产品助理,4-7千/月,广州慧睿思通信息科技有限公司
367,02-09,上海-嘉定区,保安主管（特保主管）,5-5.5千/月,骏丰房地产开发（上海）有限公司
368,02-09,赣州,招生老师,4-5千/月,江西福雷斯数据技术服务股份有限公司
369,02-09,广州-天河区,3D建模师,5-7千/月,广州创色纪贸易有限公司
370,02-09,北京-大兴区,市场营销,0.8-1万/月,北京绿优全装科技有限公司
371,02-09,宁波-高新区,资深Android开发工程师,15-20万/年,宁波培荫信息科技有限公司
372,02-09,合肥-高新区,外贸业务员,4.5-6千/月,合肥云诺纺织品有限公司
373,02-09,广州-番禺区,仓储物流专员,3-4.5千/月,广州市宏巍百货有限公司
374,02-09,深圳-龙华新区,礼宾员,4.5-5千/月,深圳市中执集团有限公司
375,02-09,异地招聘,电工,3-5千/月,河南金豆子蔬菜食品有限公司
376,02-09,厦门,售运作支持专员-绩效管理,3.5-5.5千/月,厦门粗粮王饮品科技有限公司
377,02-09,南通,销售助教,0.4-1万/月,南通二维火网络科技有限公司
378,02-09,深圳-福田区,电商发货主管,5-8千/月,深圳市千百回电子商务有限公司
379,02-09,南京-江宁区,土壤修复工程师（主管）,1-1.5万/月,江苏鑫诚嘉环保工程有限公司
380,02-09,哈尔滨,幼儿英语讲师,6-8千/月,北京中公教育科技股份有限公司黑龙...
381,02-09,青岛,行政助理/后台助理（胶州及青岛周边各区）,4.5-6千/月,新联康（中国）有限公司山东分公司
382,02-09,北京-海淀区,产品助理,4-6千/月,叠云（北京）科技股份有限公司
383,02-09,西安,设备维护员,3-4.5千/月,西安英泰思特文化教育培训中心
384,02-09,西安-碑林区,客户顾问 Client Advisor,6-8千/月,盟可睐（上海）商贸有限公司
385,02-09,杭州-下城区,自有品牌开发,6-8千/月,杭州全时便利店有限公司
386,02-09,异地招聘,研发工程师,0.6-1万/月,爱普科斯电子元器件（珠海保税区）...
387,02-09,保定,人事专员,3-5千/月,保定市铭川汽车销售服务有限公司
388,02-09,上海-普陀区,呼叫中心支持工程师,1-1.5万/月,广州市纳塔力健康管理咨询有限公司
389,02-09,南宁,机修工,3-4.5千/月,横县桔扬茶业有限公司
390,02-09,异地招聘,质量工程师（压铸机事业部）,3.3-6.5千/月,广东伊之密精密机械股份有限公司
391,02-09,厦门,招商经理,1-1.5万/月,厦门圣果院商业管理有限公司
392,02-09,南京-江宁区,行政专员,3-4.5千/月,江苏迈特菲光电技术有限公司
393,02-09,上海-闵行区,新媒体活动运营主管,0.8-1万/月,唐三彩美妆连锁
394,02-09,成都-金牛区,虫害消杀技客户专员,3-4.5千/月,芳心草集团
395,02-09,福州,人力资源部实习生,2-3千/月,福州状元澜餐饮管理有限公司
396,02-09,广州-海珠区,人事主管,6-8千/月,广州又米服饰有限公司
397,02-09,郑州,医疗器械销售工程师,3-4.5千/月,郑州仁荣祥医疗器械有限公司
398,02-09,济南-历下区,客户经理,3-15万/年,济南普朗特生物科技有限公司
399,02-09,西安-新城区,贷后管理岗,4-8千/月,平安银行股份有限公司西安分行
400,02-09,北京-海淀区,驻场运维工程师,4-5千/月,北京天融信科技有限公司
401,02-09,南宁,前台营业员（玉洞营业厅）,3-5千/月,广西巨量网络科技有限责任公司
402,02-09,唐山,建筑电气工程师,4.5-6千/月,唐山华讯科技有限公司
403,02-09,宁波,成本会计,4-5千/月,宁波来特燃气具有限公司
404,02-09,成都-高新区,集团网络管理员,4-5千/月,四川高金实业集团有限公司
405,02-09,苏州-相城区,主办会计,6-8千/月,苏州拓洁环保工程有限公司
406,02-09,抚顺,销售经理,4.5-6千/月,抚顺市新抚区于刚建材经销处
407,02-09,宁波,新媒体专员,5-10万/年,新海科技集团有限公司
408,02-09,上海-徐汇区,报价工程师,0.8-1.5万/月,捷普集团-捷普科技（上海）有限公...
409,02-09,广州-白云区,全盘账会计,3-6千/月,广州雨林气模有限公司
410,02-09,合肥-包河区,苹果手机专卖店销售——（马鞍山路店）,3-5千/月,安徽怡秒连接通信技术股份有限公司
411,02-09,昆明,招聘助理,3-4.5千/月,北京互联企信信息技术有限公司昆明...
412,02-09,北京-顺义区,新媒体运营专员,0.8-1万/月,北京君德益文化发展有限公司
413,02-09,上海-宝山区,豪宅销售 无责任底薪7000+高提成,0.8-1万/月,上海丽兹行房地产经纪有限公司
414,02-09,南京,生鲜超市店员,3-5千/月,江苏句农生态农业发展有限公司
415,02-09,宁波-江北区,生产计划,6-8千/月,奥乐农用机械（宁波）有限公司
416,02-09,常州-新北区,兴业银行信用卡客户经理,0.8-1万/月,兴业银行股份有限公司常州分行
417,02-09,昆明,蔬菜基地生产主管,3.5-4千/月,云南俊发物业服务有限公司
418,02-09,重庆-渝北区,新媒体资深推广,5-8千/月,重庆展智企业营销策划有限公司
419,02-09,杭州-滨江区,解决方案开发工程师,,新华三技术有限公司
420,02-09,福州,行政高级文秘,5-8千/月,福建亿策金点在线教育科技有限公司
421,02-09,上海-浦东新区,阿里云架构师,1.5-2.8万/月,上海百胜软件股份有限公司
422,02-09,天津-南开区,技术支持,0.3-1.5万/月,吉林天泽二氧化碳科技有限公司
423,02-09,上海-浦东新区,电动机运行监测模块销售代表,6-8千/月,上海能麦电子科技有限公司
424,02-09,广州-天河区,内衣试衣模特 (75B)  确保隐私,150元/小时,H&M Guangzhou Production Of...
425,02-09,福州-台江区,口腔市场专员,3-5千/月,福州海峡美容医院
426,02-09,惠州,业务代表（KA惠州）,4.5-6千/月,深圳市休明盛世商贸有限责任公司
427,02-09,西安-新城区,大客户主管（医疗信息化）-西安,3-4.5千/月,西安天乐医疗科技有限公司
428,02-09,上海-长宁区,消防主管(长宁),4.5-6千/月,上海浦江物业有限公司
429,02-09,杭州-西湖区,门店运营专员,4.5-5千/月,绿城装饰工程集团有限公司
430,02-09,异地招聘,销售经理（深圳）,1-1.5万/月,中粮我买网有限公司
431,02-09,异地招聘,销售代表（百色乐业）,3-4.5千/月,广西太古可口可乐饮料有限公司
432,02-09,广州-天河区,国企公交司机月均7100,6-8千/月,广州市新福利巴士服务有限公司
433,02-09,北京,亿滋客服专员,3.5-5千/月,北京九五太维资讯有限公司
434,02-09,武汉-武昌区,测绘 航测DLG（内业）,4-15万/年,武汉子雨科技有限公司
435,02-09,上海-静安区,互联网金融产品销售经理,1-1.5万/月,江苏通付盾科技有限公司
436,02-09,上海-浦东新区,9底薪6K+高提成，高端办公楼销售代表,0.8-1.5万/月,上海悦善房地产经纪有限公司
437,02-09,宁波-鄞州区,运维工程师(产城集团—市政养护公司),10-12万/年,宁波市产城生态建设集团有限公司
438,02-09,上海-静安区,越洋广场-保安监控,3-4.5千/月,弘进物业管理（上海）有限公司
439,02-09,郑州,系统集成运维工程师,15-30万/年,中移在线服务有限公司
440,02-09,上海-浦东新区,内部销售助理 (Part Time),3-4.5千/月,美题隆精密光学（上海）有限公司
441,02-09,成都-武侯区,汽车机修中工（福特4S武侯区）,4.5-6千/月,四川省众诚实业有限责任公司
442,02-09,沈阳-大东区,网管经理,0.8-1万/月,沈阳长吉物流有限责任公司
443,02-09,上海-松江区,美团打车+工作自由+月入10000以上,1-1.5万/月,上海沪勤汽车租赁有限公司
444,02-09,合肥,实验室经理（细胞生物）,0.8-1万/月,安徽省新安干细胞工程有限公司
445,02-09,清远,必胜客餐厅储备经理-清远市,3-4.5千/月,百胜餐饮（广东）有限公司
446,02-09,深圳,运营经理,5-6千/月,深圳市金石医疗科技有限公司
447,02-09,清远,生产安装工,2-3千/月,清远市恒力通电气设备有限公司
448,02-09,上海-长宁区,業務覆核,0.8-1万/月,台湾中小企业银行股份有限公司上海...
449,02-09,北京,法务总监,3-4万/月,北京新意互动广告有限公司
450,02-09,异地招聘,土建工程师（南京公司),0.8-1.2万/月,无锡泓石高科发展有限公司
451,02-09,长沙,现场实验员,4-6千/月,湖南镭目科技有限公司
452,02-09,广州,女包品牌策划,0.8-1万/月,广州俪宸贸易有限公司
453,02-09,广州,综合部文员,4-6千/月,广州山水比德设计股份有限公司
454,02-09,上海-黄浦区,市场专员/助理,4.5-7千/月,上海中企人力资源咨询有限公司
455,02-09,惠州,工程经理,1.2-2万/月,惠州大亚湾中联灿邦房地产开发有限...
456,02-09,昆山,C++/C#软件开发（实习生）测绘 规划,2-3千/月,上海绿建信息科技有限公司
457,02-09,珠海,软件工程师,0.4-1.5万/月,广东惠邦共享网络科技有限公司
458,02-09,上海,财务/会计,0.8-1万/月,上海恒元文化传播有限公司
459,02-09,武汉-江汉区,文案编辑,4.5-6千/月,海虹医药电子交易中心有限公司湖北...
460,02-09,太仓,仓储管培生（太仓）,5-7千/月,上海虹迪物流科技股份有限公司
461,02-09,广州,运营助理,3-4.5千/月,广东马上信息科技有限公司
462,02-09,宁波-鄞州区,古典家居导购/销售,3-4.5千/月,宁波久赞家具有限公司
463,02-09,杭州-滨江区,营销策划经理,0.7-1.2万/月,杭州华量软件有限公司
464,02-09,上海,装配工,4.5-6千/月,上海申沃客车有限公司
465,02-09,广州,总账会计,4.5-6千/月,WNS广州
466,02-09,异地招聘,中韩航线乘务员 航线短待遇高,6-8千/月,荣成市佰洋船舶管理有限公司
467,02-09,合肥,3593557259 Area Manager - EM,,罗氏诊断产品（上海）有限公司
