,location,time,sallary,name,duty
17161,异地招聘,2月9日,60-80万/年,富力地产集团,海外项目销售总监/经理/主管
17162,异地招聘,2月9日,5-7万/月,福建省中电网络科技有限公司,资深文案
17163,莆田,2月9日,10万以上/月,厦门世联兴业房地产顾问有限公司,莆田恒大项目高级销售
17164,上海-徐汇区,2月9日,80-100万/年,中国电建地产集团有限公司,华东区域总部营销副总
17165,湖州,2月9日,5-7万/月,万和证券股份有限公司湖州劳动路证...,证券经纪人
17166,广州-天河区,2月9日,100万以上/年,富力地产集团,海外项目总经理/副总
17167,北京-大兴区,2月8日,7-10万/月,北京联博永通科技有限公司,融资部经理-猎头职位
17168,东莞,2月8日,60-80万/年,虎彩印艺股份有限公司,品牌总监
17169,长春-南关区,2月12日,100万以上/年,恒天财富华北大区,吉林省区副总经理
17170,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17171,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17172,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17173,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17174,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17175,异地招聘,2月6日,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
17176,异地招聘,2月6日,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
17177,苏州,2月6日,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
17178,宁波-鄞州区,2月6日,60-80万/年,美的地产集团,营销中心总监
17179,异地招聘,2月6日,60-80万/年,美的地产集团,项目总监
17180,异地招聘,2月6日,35-70万/月,西部矿业集团有限公司,金融研究员
17181,南京-鼓楼区,2月3日,100万以上/年,世茂集团 Shimao Group,投资总监
17182,重庆,2月3日,60-80万/年,浙江汇银汽车服务有限公司,大区经理
17183,异地招聘,2月3日,7-10万/月,浙江美通筑路机械股份有限公司,IT主管
17184,广州-天河区,2月3日,10万以上/月,广州闪聚网络有限公司,文案编辑实习生
17185,武汉,2月3日,300元/小时,武汉荣昌仁和会计咨询服务有限公司,CPA课程讲师（专***+200+/课时+无坐班）
17186,成都-武侯区,2月3日,2000元/小时,成都麦肯医疗科技有限责任公司,整形医生
17187,南京-秦淮区,2月3日,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
17188,异地招聘,2月5日,60-80万/年,太极医疗器械有限公司,省区经理
17189,福州,2月5日,60-80万/年,太极医疗器械有限公司,省区经理
17190,异地招聘,2月5日,60-80万/年,太极医疗器械有限公司,省区经理（合作）
17191,异地招聘,2月5日,100万以上/年,上海泰意国际贸易有限公司,企业大学校长-医药上市公司
17192,异地招聘,2月5日,100万以上/年,上海泰意国际贸易有限公司,研究院执行院长-杭州&嘉兴
17193,异地招聘,2月5日,100万以上/年,上海泰意国际贸易有限公司,高科技基金公司办公室主任（董秘）
17194,河南省,2月5日,80-100万/年,北京人和岛咨询服务有限公司,汽车经销商集团CEO
17195,成都,2月8日,80-100万/年,四川东汇龙科技有限公司,财务总监
17196,成都,2月8日,100万以上/年,四川东汇龙科技有限公司,首席执行官/总裁/总经理
17197,福州-台江区,2月8日,25-35万/月,福州中博装饰工程有限公司,泉州分公司经理
17198,南京-秦淮区,2月8日,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
17199,宁波,2月8日,5-7万/月,聚元集团,金融产品经理
17200,异地招聘,2月12日,60-100万/年,河南琨远集团有限公司,省区经理
17201,异地招聘,2月12日,5-7万/月,碧桂园控股,财务-并购&税务副总监
17202,异地招聘,2月12日,5-7万/月,碧桂园控股,海外财务经理/总监
17203,重庆-渝北区,2月12日,80-100万/年,重庆魔鸟文化传播有限公司,行政副总
17204,北京-朝阳区,2月6日,5-7万/月,成都动鱼数码科技有限公司,游戏策划师--应届毕业生
17205,合肥-高新区,2月6日,100万以上/年,安徽朗汀园林绿化工程服务有限公司,副总经理
17206,异地招聘,2月6日,7-10万/月,吉林云耕农业股份有限公司,月薪7000招聘财务主管
17207,上海-闵行区,2月6日,80-100万/年,上海链家,上海链家 市中心一手豪宅销售 高薪等你挑战
17208,上海-闵行区,2月6日,60-80万/年,上海链家,链家销售（月薪5000+高提成+带薪旅游）梦想合伙人
17209,上海-徐汇区,2月6日,7-10万/月,MBA招生网,商务总监
17210,上海-徐汇区,2月6日,7-10万/月,MBA招生网,渠道拓展总监
17211,上海-徐汇区,2月6日,7-10万/月,MBA招生网,网站运营总监
17212,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***高中政治老师
17213,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***初中英语老师
17214,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***初中数学老师
17215,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***高中语文老师
17216,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***高中英语老师
17217,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***初中化学老师
17218,大连,2月3日,3000元/天,大连毅人教育咨询有限公司,全***初中物理老师
17219,上海-黄浦区,2月2日,60-80万/年,澳信集团,美国房产销售总监（上海）
17220,杭州-萧山区,2月5日,5-7万/月,杭州博安实业有限公司,装配钳工
17221,合肥,2月5日,5-7万/月,南京美的房地产发展有限公司,投资总监
17222,北京-西城区,2月5日,10万以上/月,优品佳美（北京）商贸有限公司,片区销售总监
17223,北京-西城区,2月5日,5-7万/月,优品佳美（北京）商贸有限公司,片区销售总监/经理
17224,佛山,2月5日,5-7万/月,广东南海鹏博资讯有限公司,平面设计师
17225,武汉,2月5日,100万以上/年,融侨（武汉）地产公司,项目总经理
17226,深圳-龙华新区,2月5日,100万以上/年,秒租,执行总经理
17227,中山,2月4日,5-8万/月,中山市慧厨电器实业有限公司,外贸总监
17228,昆山,2月4日,400元/小时,南京百创教育培训中心,注册税务师-老师
17229,上海-徐汇区,2月6日,7-10万/月,MBA招生网,客户总监
17230,上海-徐汇区,2月6日,7-10万/月,MBA招生网,产品总监
17231,深圳-福田区,2月2日,600元/小时,北京斯芬克教育咨询有限公司,音乐制作及影视配乐专业留学作品集辅导老师
17232,广州-荔湾区,2月2日,5-7万/月,广州明昇房地产销售代理有限公司,2500保底包住招销售精英
17233,南京,2月2日,5-7万/月,南京美的房地产发展有限公司,投资总监
17234,徐州,2月2日,5-7万/月,南京美的房地产发展有限公司,投资总监
17235,昆山,2月4日,300元/小时,南京百创教育培训中心,中级经济师-老师   （昆山）
17236,扬州,2月2日,5-7万/月,南京美的房地产发展有限公司,投资总监
17237,徐州,2月2日,100万以上/年,碧桂园营销中心沪苏区域,销售主管
17238,异地招聘,2月2日,100万以上/年,碧桂园营销中心沪苏区域,销售主管
17239,异地招聘,2月2日,5-7万/月,青海可可西里酒业销售有限公司,招商经理、区域经理、省区经理
17240,异地招聘,2月2日,5-7万/月,青海可可西里酒业销售有限公司,招商经理、区域经理、省区经理
17241,上海,2月2日,10万以上/月,上海瀚诺律师事务所,专职律师（非授薪）
17242,中山,2月2日,80-100万/年,雅居乐地产-中山公司,营销总监
17243,北京,2月2日,5-7万/月,美巢集团股份公司,采购总监
17244,上海-浦东新区,2月2日,10万以上/月,锐嘉科集团,高级基带工程师
17245,异地招聘,2月2日,6-7万/月,广州银行信用卡中心,业务支持专员--东莞
17246,异地招聘,2月2日,5-7万/月,浙江泛亚生物医药股份有限公司,董事会秘书
17247,异地招聘,2月2日,5-7万/月,浙江泛亚生物医药股份有限公司,董事会秘书
17248,武汉,2月2日,80-100万/年,融侨（武汉）地产公司,项目总经理
17249,武汉,2月1日,60-80万/年,融侨（武汉）地产公司,产品设计部经理
17250,北京-密云区,1月30日,5-7万/月,北京鹏宇兴业精密模具制造有限公司,快走丝线切割师傅
17251,保定,1月30日,10万以上/月,河南琨远集团有限公司,保定市地区各区域经理
17252,南京,1月30日,80-100万/年,北京外企人力资源服务江苏有限公司,Supply Chain Director - FESCO Headhunting
17253,杭州,1月30日,10万以上/月,杭州酒钥匙文化策划有限公司,销售经理
17254,异地招聘,1月30日,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
17255,郑州-中原区,1月27日,10万以上/月,河南龙之信房地产营销有限公司郑州...,链家地产招聘店长
17256,广州-花都区,1月29日,4500元/小时,广州威信电子科技有限公司,注塑组长
17257,深圳-龙岗区,2月1日,2030元/小时,深圳市方正阳电器有限公司,物料员
17258,异地招聘,1月30日,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
17259,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（广告方向）
17260,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,数据分析
17261,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（用户画像方向）
17262,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（用户画像方向）
17263,北京-海淀区,1月27日,6.5-10万/月,中国高科集团股份有限公司,国际学校校长（中国高科）J11488
17264,深圳-龙岗区,1月27日,5-7万/月,深圳市倍速得电子科技有限公司,亚马逊美工
17265,广州,1月27日,10万以上/月,华夏幸福基业股份有限公司,投资拓展总监
17266,济南,1月27日,80-100万/年,济南中维置业有限公司,设计副总/总助（济南）J12025
17267,济南,1月27日,7-10万/月,济南中维置业有限公司,项目总经理J11536
17268,广州-天河区,1月27日,5000元/天,广州中培项目管理咨询有限公司,PMP培训讲师
17269,异地招聘,1月26日,5-7万/月,湖南新恒达集团有限公司,项目总经理/城市总经理
17270,广州-花都区,1月29日,3000元/小时,广州威信电子科技有限公司,实验室技术员
17271,清远,1月29日,5-7万/月,华夏幸福基业股份有限公司,投资拓展总监
17272,苏州-吴中区,1月29日,5-7万/月,苏州英展电子有限公司,淘宝美工
17273,上海-浦东新区,1月29日,5-7万/月,宝象投资控股集团有限公司,业务拓展部总经理（农业）
17274,哈尔滨,1月29日,100-200万/年,哈尔滨只点互通物流有限公司,客户经理
17275,异地招聘,1月29日,6-10万/月,柏荟国际医疗集团,美容外科医生
17276,无锡,1月29日,5-7万/月,无锡东鑫汽车销售有限公司,汽车机修工
17277,异地招聘,1月29日,5-7万/月,碧桂园控股,财务-并购&税务副总监
17278,深圳-罗湖区,2月1日,10万以上/月,深圳市风水涅投资有限公司,阿拉伯语翻译(英德法俄泰越柬日西意葡阿拉伯语等）
17279,深圳-宝安区,2月1日,5500元/天,精英制模实业（深圳）有限公司,注塑调机员（一）
17280,深圳,2月1日,80-100万/年,深圳市一三八计算机技术有限公司,首席信息官CIO
17281,南京-秦淮区,2月1日,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
17282,异地招聘,2月1日,7-10万/月,农夫山泉股份有限公司宁波办事处,客户主任（慈溪）
17283,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（广告方向）
17284,异地招聘,1月30日,5-7万/月,广州尚宸企业管理顾问有限公司,数据分析
17285,东莞,1月30日,80-100万/年,广州尚宸企业管理顾问有限公司,Divisional Manager-Production(生产经理-家具)
17286,广州,1月30日,100万以上/年,广州尚宸企业管理顾问有限公司,集团人力资源总经理
17287,深圳-龙岗区,1月25日,10万以上/月,深圳浩创置业有限公司,项目公司总经理
17288,长沙-芙蓉区,1月26日,5-7万/月,湖南新恒达集团有限公司,项目总经理/城市总经理
17289,广州-荔湾区,1月26日,3000元/天,广大医院,中医培训讲师
17290,广州-荔湾区,1月26日,3000元/天,广大医院,中医培训老师
17291,北京-朝阳区,1月26日,35-45万/月,亚马逊中国,Site Merchandiser - GS/电商品类运营经理
17292,北京-昌平区,1月26日,1111.1-2222.2万...,北京诺诗康瀛基因技术股份有限公司,生物技术实验员（实习生）
17293,广州,1月26日,100万以上/年,广州威士敦企业管理咨询有限公司,十强地产公司项目总/副总
17294,异地招聘,1月29日,5-7万/月,碧桂园控股,海外财务经理/总监
17295,深圳-罗湖区,1月29日,5-7万/月,深圳市宝能投资集团有限公司,人力资源中心副总经理
17296,深圳-宝安区,1月29日,100万以上/年,深圳市财智菁英企业管理咨询有限公司,精益生产咨询师
17297,深圳-宝安区,1月29日,100万以上/年,深圳市财智菁英企业管理咨询有限公司,管理咨询师
17298,深圳,1月28日,80-100万/年,Bund Consulting,Supply Chain Director
17299,深圳,1月28日,60-80万/年,Bund Consulting,销售总监-海外市场
17300,异地招聘,1月28日,100万以上/年,Bund Consulting,Sales Director
17301,武汉,2月1日,60-80万/年,上海欧华医疗美容门诊部有限公司,市场企划专员
17302,杭州,2月1日,60-80万/年,浙江睿洋科技有限公司,技术总监（区域能源）
17303,深圳,2月1日,60-80万/年,深圳市君达房地产经纪有限公司,策划总监
17304,深圳-罗湖区,2月1日,60-80万/年,深圳市宝能投资集团有限公司,集团营销管理中心-销售管理部总监
17305,深圳-罗湖区,2月1日,60-80万/年,深圳市宝能投资集团有限公司,集团营销管理中心-品牌企划部总监
17306,北京,2月1日,5-10万/月,今日头条,采购&供应链管理专家 - 数据中心设备
17307,广州-越秀区,1月30日,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,日入过万 诚招珠江新城高级置业顾问 待遇优厚
17308,广州-越秀区,1月30日,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城房产销售  底薪3500，师傅带领  轻松开单
17309,广州-越秀区,1月30日,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,诚招珠江新城一手豪宅销售 3500底薪 无经验者带薪培训
17310,广州-越秀区,1月30日,5-7万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城豪宅销售  底薪3500，资深师傅带领开单
17311,广州-越秀区,1月30日,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城豪宅销售  底薪3500，资深师傅带领开单
17312,广州,1月30日,60-80万/年,广州尚宸企业管理顾问有限公司,Project Manager - Cyber Security
17313,广州,1月30日,10万以上/月,广州尚宸企业管理顾问有限公司,声纹识别算法工程师
17314,广州-天河区,1月25日,5-10万/月,华夏信财投资管理（上海）有限公司,财富中心总经理
17315,深圳-宝安区,1月25日,100万以上/年,深圳市万利印刷有限公司,营销总监（年薪百万）
17316,深圳-宝安区,1月25日,2130元/小时,南真精密工业（深圳）有限公司,普工
17317,异地招聘,1月26日,60-80万/年,广州威士敦企业管理咨询有限公司,理财高级运营经理
17318,广州,1月26日,80-100万/年,广州威士敦企业管理咨询有限公司,10强地产集团财务管理部总监
17319,异地招聘,1月26日,100万以上/年,广州威士敦企业管理咨询有限公司,10强上市地产公司广西事业部总经理
17320,武汉,1月26日,7-10万/月,武汉市靓江物业管理有限公司,项目经理
17321,深圳-龙岗区,1月26日,570元/小时,深圳市华科物业管理服务有限公司,减脂培训班老师
17322,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17323,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17324,深圳,1月28日,100万以上/年,Bund Consulting,Sales Director
17325,东莞,1月28日,5-7万/月,Bund Consulting,HR director
17326,深圳,1月28日,5-7万/月,Bund Consulting,R&D Director-Home appliance
17327,广州,1月28日,5-7万/月,Bund Consulting,Sr. R&D Director-Audio
17328,异地招聘,1月28日,80-100万/年,Bund Consulting,Operation Director(Office Head)
17329,深圳,1月28日,7-10万/月,Bund Consulting,R&D Director-Camera
17330,异地招聘,1月28日,7-10万/月,Bund Consulting,General Manager
17331,武汉-江汉区,1月28日,5-7万/月,中国平安人寿保险股份有限公司前进...,经理秘书
17332,北京,2月1日,5-9万/月,今日头条,IDC采购&供应链管理专家
17333,北京-海淀区,2月1日,7-10万/月,今日头条,全国销售总监-汽车经销商
17334,巴中,1月31日,5-20万/月,成都源众力房地产营销策划有限公司,销售经理
17335,深圳-福田区,1月31日,5-7万/月,嘉里置业（深圳）有限公司,机电工程经理
17336,深圳-福田区,1月31日,10万以上/月,嘉里置业（深圳）有限公司,工程管理总监
17337,深圳-福田区,1月31日,10万以上/月,嘉里置业（深圳）有限公司,助理总经理
17338,广州-白云区,1月31日,10万以上/月,广州英佩尔电子科技有限公司,招商经理（高提成）
17339,上海-浦东新区,1月31日,100万以上/年,北京富国大通资产管理有限公司,区域总监
17340,广州,1月30日,10万以上/月,广州尚宸企业管理顾问有限公司,语义分析研究员
17341,广州,1月30日,10万以上/月,广州尚宸企业管理顾问有限公司,国际浏览器客户端产品总监
17342,广州,1月30日,10万以上/月,广州尚宸企业管理顾问有限公司,新兴国家运营总监
17343,广州,1月30日,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
17344,异地招聘,1月30日,5-7万/月,河南众品食业股份有限公司,市场总监
17345,异地招聘,1月30日,5-7万/月,河南众品食业股份有限公司,市场总监
17346,异地招聘,1月30日,5-7万/月,河南众品食业股份有限公司,市场总监
17347,异地招聘,1月30日,5-7万/月,河南众品食业股份有限公司,市场总监
17348,广州-黄埔区,1月25日,10-50万/月,百奥泰生物科技（广州）有限公司,细胞培养工程师
17349,嘉兴,1月25日,7-10万/月,嘉善鑫海精密铸件有限公司,氩弧焊工
17350,青岛-崂山区,1月24日,5-7万/月,青岛明唐集成建筑设计工程有限公司,工装室内设计师
17351,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17352,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17353,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17354,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17355,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17356,武汉-江汉区,1月28日,5-7万/月,中国平安人寿保险股份有限公司前进...,经理秘书
17357,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,销售主管
17358,武汉-江汉区,1月28日,5-7万/月,中国平安人寿保险股份有限公司前进...,销售主管
17359,武汉-江汉区,1月28日,10万以上/月,中国平安人寿保险股份有限公司前进...,销售精英
17360,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,储备干部
17361,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,培训主管
17362,广州,1月31日,80-150万/年,中泰集团,项目总经理
17363,北京-海淀区,1月31日,10万以上/月,北京爱普明珠商贸有限公司,英语老师，中文老师
17364,南京-秦淮区,1月31日,60-80万/年,南京海得睿智企业管理咨询有限公司,高级医学经理/总监
17365,郑州,1月31日,7-10万/月,郑州东星行汽车销售有限公司,销售顾问    (带薪年假     节日福利）
17366,深圳-南山区,1月31日,25-40万/月,三星半导体（中国）研究开发有限公...,Senior RF Engineer/高级射频工程师
17367,苏州-吴江区,1月31日,10万以上/月,苏州靖飞盛世教育科技有限公司,***讲师
17368,合肥,1月31日,5-7万/月,合肥吉多尚信息科技有限公司,网络推广专员
17369,广州,1月30日,100万以上/年,爸爸去哪教育科技控股（广州）有限...,上海分公司总经理
17370,广州,1月30日,100万以上/年,爸爸去哪教育科技控股（广州）有限...,北京分公司总经理
17371,深圳-罗湖区,1月30日,80-100万/年,前海人寿保险股份有限公司,财务副总监/总监(前海人寿不动产公司)
17372,深圳-罗湖区,1月30日,5-7万/月,前海人寿保险股份有限公司,不动产公司-运营部总监/经理
17373,杭州,1月30日,60-80万/年,前海人寿保险股份有限公司,杭州新天地酒店管理部总经理
17374,深圳,1月30日,80-100万/年,汇能金融集团,高级理财经理
17375,上海-闵行区,1月30日,80-100万/年,上海古胤置业有限公司,设计总监/经理
17376,儋州,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17377,异地招聘,1月24日,7-10万/月,河南琨远集团有限公司,省区经理
17378,赣州,1月24日,7-10万/月,河南琨远集团有限公司,省区经理
17379,异地招聘,1月24日,7-10万/月,河南琨远集团有限公司,省区经理
17380,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17381,梧州,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17382,玉林,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17383,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17384,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17385,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17386,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,理财规划师
17387,武汉-江汉区,1月28日,5-7万/月,中国平安人寿保险股份有限公司前进...,银行信用卡专员
17388,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,人事经理
17389,南京-栖霞区,1月31日,15-20万/月,浙江绿城佳园建设工程管理有限公司,景观设计师(江苏句容)
17390,南京-栖霞区,1月31日,10-15万/月,浙江绿城佳园建设工程管理有限公司,成本工程师(江苏句容)
17391,南京-栖霞区,1月31日,10-15万/月,浙江绿城佳园建设工程管理有限公司,安装工程师（江苏句容）
17392,南京-栖霞区,1月31日,10-15万/月,浙江绿城佳园建设工程管理有限公司,土建工程师（江苏句容）
17393,上海-虹口区,1月31日,7-10万/月,中国人寿保险股份有限公司上海市分...,保险销售经理人 国企
17394,广州-花都区,1月31日,60-80万/年,清远市广州后花园有限公司,招商运营总监
17395,异地招聘,1月30日,300元/小时,三河市尚阅教育咨询有限公司,小学数学教师
17396,燕郊开发区,1月30日,300元/小时,三河市尚阅教育咨询有限公司,小学数学教师
17397,北京,1月30日,15-25万/月,北京博思廷科技有限公司,图像算法工程师（常规方向）
17398,北京,1月30日,15-25万/月,北京博思廷科技有限公司,图像算法工程师（深度学习方向)
17399,北京,1月30日,15-25万/月,北京博思廷科技有限公司,智能算法工程师
17400,杭州-江干区,1月30日,80-100万/年,后生集团有限公司,私募证券投资基金经理（100万诚聘）
17401,桂林,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17402,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17403,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17404,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17405,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17406,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17407,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17408,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17409,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17410,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17411,异地招聘,1月26日,5-7万/月,福建雅客食品有限公司,事业部销售总监
17412,北京-朝阳区,1月26日,100万以上/年,北京汉能光伏投资有限公司,首席客服官(011875)
17413,武汉-江汉区,1月28日,7-10万/月,中国平安人寿保险股份有限公司前进...,储备业务经理
17414,武汉-江汉区,1月28日,10万以上/月,中国平安人寿保险股份有限公司前进...,业务培训师
17415,上海-嘉定区,1月28日,15-40万/月,北京电咖汽车科技有限公司上海分公司,客服经理
17416,上海-嘉定区,1月28日,15-40万/月,北京电咖汽车科技有限公司上海分公司,用户营销策略经理（偏CRM方向）
17417,上海-嘉定区,1月28日,15-40万/月,北京电咖汽车科技有限公司上海分公司,用户营销策略经理（偏用户体验营销方向）
17418,南京-秦淮区,1月31日,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售总监
17419,武汉,1月30日,7-12万/月,上海林内有限公司,技术支持工程师
17420,异地招聘,1月30日,12-20万/月,上海林内有限公司,灶具研发主管工程师
17421,上海-徐汇区,1月30日,800-1000万/月,上海嘉会国际医院有限公司,00867-Urgent Care Nurse 紧急门诊护士
17422,北京-朝阳区,1月29日,7-10万/月,泰禾集团股份有限公司,工程质量信息总监J12239
17423,异地招聘,1月29日,60-100万/年,金轮蓝海股份有限公司,首席信息官
17424,深圳,1月29日,7-10万/月,深圳市合盛精创精密模具有限公司,模具设计
17425,异地招聘,1月24日,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
17426,万宁,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17427,阳江,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17428,韶关,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17429,湛江,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17430,清远,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17431,苏州,1月26日,10-10万/月,苏州含光微纳科技有限公司,市场主管
17432,深圳,1月26日,10-30万/月,武信投资控股（深圳）股份有限公司,董秘/董事会秘书
17433,深圳,1月26日,8-16万/月,武信投资控股（深圳）股份有限公司,金融市场部负责人
17434,深圳,1月26日,10-30万/月,武信投资控股（深圳）股份有限公司,副总裁/总裁助理
17435,广州-番禺区,1月25日,10万以上/月,广州市彩泓信息科技有限公司,客服专员
17436,深圳-龙华新区,1月28日,2130元/小时,宝安区龙华颖泰电子制品厂,品管
17437,上海-虹口区,1月28日,5-7万/月,中国人寿保险股份有限公司上海市分...,客户经理
17438,昆明,1月31日,8-12万/月,云南冠中矿业工程设计有限公司,工程技术部—工程师
17439,上海-黄浦区,1月31日,5-7万/月,上海语味实业有限公司,Java架构师
17440,上海-浦东新区,1月31日,6-10万/月,上海语味实业有限公司,大数据总监
17441,上海-浦东新区,1月31日,7-10万/月,上海语味实业有限公司,研发总监
17442,北京-海淀区,1月30日,7-8万/月,中国高科集团股份有限公司,董事会秘书（中国高科）J11708
17443,北京-朝阳区,1月30日,10万以上/月,北京汉能光伏投资有限公司,首席客服官(012671)
17444,北京-海淀区,1月29日,300元/小时,始祖鸟科技（北京）有限公司,太极、太极文化推广培训老师/教练
17445,广州-花都区,1月29日,3000元/小时,广州威信电子科技有限公司,质量工程师QE
17446,贵港,1月24日,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
17447,天津-西青区,1月24日,10万以上/月,天津市荣易家房地产经纪有限公司,高新招聘房产销售
17448,北京-大兴区,1月25日,7-10万/月,北京礼遇商务有限公司,私人保镖/私人警卫
17449,上海-长宁区,1月25日,300元/小时,上海浦东新区英修培训中心,Toeic考试培训讲师
17450,北京-海淀区,1月25日,7-10万/月,北京火币天下网络技术有限公司,HR VIP
17451,鹤壁,1月28日,10万以上/月,河南天海电器有限公司,高级软件工程师
17452,深圳,1月28日,5-7万/月,深圳市壹养通互联网科技有限公司,财务经理
17453,深圳-龙华新区,1月28日,2130元/小时,宝安区龙华颖泰电子制品厂,普工
17454,异地招聘,1月28日,60-80万/年,景瑞控股,景瑞地产-设计总监（深圳）
17455,上海-闵行区,1月30日,7-9万/月,上海中骏商业管理有限公司,信息开发总监（公寓）
17456,异地招聘,1月30日,5-7万/月,北京市喜万家投资管理有限公司,五五分成找期货交易员
17457,青岛-城阳区,1月30日,7-10万/月,明通衡器集团,餐厅店长副店长
17458,青岛-城阳区,1月30日,7-10万/月,明通衡器集团,餐饮店长
17459,青岛-城阳区,1月30日,5-7万/月,明通衡器集团,餐饮经理
17460,青岛-城阳区,1月30日,5-7万/月,明通衡器集团,餐饮主管
17461,长沙-雨花区,1月24日,7-10万/月,长沙润焙食品贸易有限公司,高级裱花师
17462,异地招聘,1月24日,7-10万/月,中曼石油天然气集团股份有限公司,质量管理工程师
17463,北京-海淀区,1月25日,7-10万/月,北京火币天下网络技术有限公司,财务VIP
